male,female,male_quantized,female_quantized
0.2445591517857143,0.8387741815476191,2,5
0.7944103422619048,0.32314918154761907,4,2
0.1240234375,0.8610956101190477,1,5
0.9761904761904762,0.005952380952380931,5,1
0.9761904761904762,0.017857142857142905,5,1
0.46647135416666663,0.7954334077380952,3,4
0.5520368303571428,0.44647507440476186,3,3
0.40843563988095233,0.7790643601190477,3,4
0.012053535098121237,0.446279798235212,1,3
0.9785713922409784,0.0020833696637835297,5,1
0.9718749636695498,0.01324408394949772,5,1
0.019019717261904767,0.9869326636904762,1,5
0.5361328125,0.5219029017857143,3,3
0.014555431547619069,0.9765159970238095,1,5
0.34035528273809523,0.24893043154761907,2,2
0.6848493303571428,0.31366257440476186,4,2
0.7266090029761905,0.39095052083333337,4,2
0.30004955473400297,0.6642361595517113,2,4
0.14454360235305064,0.8420635405040923,1,5
0.7367001488095238,0.22758556547619047,4,2
0.8103608630952381,0.05124627976190477,5,1
0.7962239583333334,0.22758556547619047,4,2
0.38774181547619047,0.5393415178571428,2,3
0.9971168154761905,0.9880022321428571,5,5
0.6482514880952381,0.08984375,4,1
0.9714006696428571,0.01669456845238093,5,1
0.6670851934523809,0.0933314732142857,4,1
0.48330543154761907,0.2250279017857143,3,2
0.6254185267857143,0.004045758928571397,4,1
0.46098400297619047,0.42889694940476186,3,3
0.8880673363095238,0.1000279017857143,5,1
0.8843470982142857,0.1201171875,5,1
0.5115792410714286,0.11044456845238093,3,1
0.3285435267857143,0.9274088541666666,2,5
0.17303757440476186,0.8849981398809523,1,5
0.6752697172619048,0.8277064732142857,4,5
0.9795386904761905,0.0026041666666666297,5,1
0.9758184523809523,0.016741071428571397,5,1
0.9810267857142857,0.0040922619047618625,5,1
0.5696149553571428,0.4125279017857143,3,3
0.5629185267857143,0.3879743303571429,3,2
0.29431733630952384,0.3634207589285714,2,2
0.6652715773809523,0.025204613095238138,4,1
0.6704799107142857,0.083984375,4,1
0.9997674851190477,0.00618489583333337,5,1
0.9930710565476191,0.005440848214285698,5,1
0.8154761904761905,0.0892857142857143,5,1
0.08672805059523814,0.8403552827380952,1,5
0.6353236607142857,0.6027715773809523,4,4
0.7327938988095238,0.5335751488095238,4,3
0.9999069940476191,0.9911644345238095,5,5
0.9960472470238095,0.008417038690476164,5,1
0.9774460565476191,0.013625372023809534,5,1
0.48628162202380953,0.47800409226190477,3,3
0.47958519345238093,0.5129743303571428,3,3
0.5145554315476191,0.4884207589285714,3,3
0.038364955357142905,0.012230282738095233,1,1
0.9905133928571429,0.009486607142857095,5,1
0.9927455357142857,0.01171875,5,1
0.9979538690476191,0.005022321428571397,5,1
0.30896577380952384,0.27436755952380953,2,2
0.6594122023809523,0.4045758928571429,4,3
0.69140625,0.5079985119047619,4,3
0.9917261941092355,0.0017261505126953125,5,1
0.7911209833054316,0.20887901669456843,4,2
0.9749007452101934,0.011706397646949362,5,1
0.7926090785435268,0.20441473098028273,4,2
0.9046627226329985,0.07867068336123517,5,1
0.8842757997058687,0.12971233186267672,5,1
0.8912698654901414,0.13075401669456843,5,1
0.5973710559663319,0.20500982375372023,3,2
0.40138894035702655,0.15783723195393884,3,1
0.10704367501395085,0.03134918212890625,1,1
0.7987816220238095,0.9988374255952381,4,5
0.7950613839285714,0.9891648065476191,4,5
0.9756324404761905,0.0005580357142856984,5,1
0.9719122023809523,0.002790178571428603,5,1
0.9890252976190477,0.0020461309523809312,5,1
0.9054129464285714,0.08714657738095233,5,1
0.6874069940476191,0.08937872023809523,4,1
0.6617062886555989,0.016865139915829608,4,1
0.6192955743698847,0.022073473249162978,4,1
0.8000991457984561,0.030257997058686703,5,1
0.9889322916666666,0.146484375,5,1
0.994140625,0.1576450892857143,5,1
0.9914682479131789,0.002579371134440067,5,1
0.8062003907703218,0.6446924663725353,5,4
0.6893849145798456,0.5993055616106306,4,3
0.9771824791317895,0.010912758963448677,5,1
0.9645336696079799,0.016121092296782047,5,1
0.49479166666666663,0.49925595238095233,3,3
0.5119047619047619,0.5044642857142857,3,3
0.48898810432070783,0.4901785623459589,3,3
