Age,Gender Identity,Gender Alignment,Main Species
19,male,cisgender,
21,male,cisgender,husky
19,genderqueer,transgender,wolf
22,male,cisgender,domesticcat
15,female,cisgender,domesticcat
22,female,cisgender,snowleopard
36,male,cisgender,wolf
26,female,cisgender,deer
15,female,cisgender,other
30,male,cisgender,domesticcat
34,mostly_female,transgender,other
24,male,cisgender,kitsune
18,male,cisgender,wolf
25,male,cisgender,arcticfox
31,genderqueer,complicated,other
17,male,cisgender,rabbit
31,male,cisgender,cheetah
21,male,transgender,wolf
35,mostly_female,transgender,kitsune
16,male,cisgender,wolf
28,male,cisgender,
20,male,cisgender,dragon
23,female,cisgender,panther
29,male,cisgender,husky
14,genderqueer,transgender,wolf
21,male,cisgender,other
20,female,complicated,lion
26,mostly_male,cisgender,otherfox
25,male,cisgender,hyaena
20,female,cisgender,otherfeline
21,mostly_female,cisgender,otherreptile
20,male,cisgender,redfox
17,male,transgender,lion
24,both,complicated,
23,male,cisgender,domesticcat
14,male,cisgender,otherdog
54,male,cisgender,dragon
17,male,cisgender,domesticcat
18,mostly_female,transgender,
23,male,cisgender,wolf
21,female,cisgender,hyaena
20,male,cisgender,wolf
24,male,transgender,other
49,male,cisgender,tiger
29,mostly_male,cisgender,otherdog
23,female,cisgender,
30,mostly_male,complicated,tiger
17,male,cisgender,
16,male,complicated,wolf
17,male,cisgender,wolf
26,male,cisgender,wolf
18,male,cisgender,fennec
29,female,cisgender,wolf
27,male,cisgender,snowleopard
17,male,cisgender,redfox
22,male,cisgender,redfox
18,neutrois,complicated,redpanda
23,female,cisgender,wolf
23,female,transgender,collie
19,genderqueer,complicated,wolf
28,male,transgender,raccoon
27,male,cisgender,redfox
24,male,cisgender,hyaena
35,mostly_female,complicated,dragon
49,male,cisgender,wolf
23,male,cisgender,arcticfox
49,male,cisgender,husky
24,genderqueer,cisgender,lizard
22,male,cisgender,grizzlybear
24,mostly_male,cisgender,cheetah
16,male,cisgender,tiger
20,male,cisgender,tiger
18,male,cisgender,wolf
29,male,cisgender,grizzlybear
20,mostly_female,cisgender,othermustelid
20,female,cisgender,fennec
21,both,cisgender,wolf
20,male,cisgender,wolf
35,male,cisgender,badger
24,mostly_female,cisgender,otherbird
22,female,cisgender,
22,female,cisgender,otherfeline
16,mostly_female,transgender,
22,male,cisgender,otherfox
16,genderqueer,complicated,redfox
24,male,cisgender,other
21,male,cisgender,coyote
28,male,cisgender,riverotter
17,male,transgender,bat
24,male,cisgender,kangaroo
19,male,cisgender,wolf
21,male,cisgender,other
19,male,cisgender,wolf
34,female,cisgender,weasel
21,male,cisgender,dragon
21,male,cisgender,arcticfox
17,male,cisgender,germanshepherd
23,male,cisgender,collie
22,male,cisgender,other
30,male,cisgender,jackal
19,male,cisgender,domesticcat
43,mostly_male,cisgender,dragon
18,female,cisgender,hyaena
40,mostly_male,cisgender,other
27,nonbinary_nos,transgender,otherdog
19,male,cisgender,raptor
21,male,cisgender,otherbird
19,male,cisgender,fennec
23,mostly_male,transgender,wolf
17,female,cisgender,otherdog
16,female,cisgender,wolf
32,male,cisgender,wolf
30,female,cisgender,raven
19,male,cisgender,wolf
19,female,cisgender,otherfeline
15,male,cisgender,wolf
16,female,cisgender,wolf
22,mostly_male,cisgender,redfox
17,male,cisgender,otherdog
22,male,cisgender,greyfox
17,male,cisgender,wolf
21,male,cisgender,other
16,male,cisgender,redfox
20,male,cisgender,raptor
23,neutrois,transgender,bat
28,female,transgender,domesticcat
17,male,cisgender,polymorphic
22,male,cisgender,deer
29,mostly_female,complicated,otherungulate
18,genderqueer,transgender,husky
18,male,cisgender,squirrel
16,male,cisgender,wolf
21,male,cisgender,pandabear
20,male,cisgender,wolf
26,male,cisgender,germanshepherd
17,male,cisgender,
24,male,cisgender,lizard
19,male,cisgender,wolf
22,genderqueer,complicated,kitsune
20,male,cisgender,
20,mostly_female,transgender,
19,male,cisgender,wolf
28,nonbinary_nos,transgender,redfox
22,male,cisgender,domesticcat
28,male,transgender,dragon
20,male,cisgender,husky
16,male,cisgender,dragon
27,male,cisgender,othercanine
20,male,cisgender,snowleopard
19,male,cisgender,othermustelid
24,mostly_female,cisgender,otherreptile
32,male,cisgender,wolf
21,male,cisgender,dragon
28,male,cisgender,wolf
35,male,cisgender,redfox
39,mostly_male,complicated,rat
27,male,cisgender,griffin
25,mostly_male,cisgender,othercanine
20,female,cisgender,other
29,female,cisgender,redpanda
18,male,cisgender,wolf
28,male,cisgender,husky
23,male,cisgender,wolf
22,male,cisgender,coyote
41,male,cisgender,rabbit
40,male,cisgender,pandabear
28,male,cisgender,snowleopard
28,male,cisgender,panther
27,genderqueer,transgender,otherfox
21,male,cisgender,greyfox
25,male,cisgender,arcticfox
36,mostly_male,transgender,raccoon
27,mostly_male,cisgender,griffin
25,mostly_male,cisgender,griffin
18,male,cisgender,germanshepherd
35,male,cisgender,griffin
95,genderqueer,transgender,domesticcat
18,male,transgender,fennec
20,female,transgender,domesticcat
27,genderqueer,complicated,domesticcat
21,male,cisgender,domesticcat
19,mostly_female,cisgender,snowleopard
21,mostly_female,cisgender,redfox
17,mostly_male,cisgender,otherreptile
21,male,cisgender,otherdog
24,male,cisgender,
14,genderqueer,complicated,domesticcat
17,female,cisgender,greyfox
23,male,transgender,
21,male,cisgender,
16,male,cisgender,
22,male,cisgender,redfox
28,female,cisgender,other
24,male,cisgender,otherfeline
16,mostly_male,cisgender,otherfox
1,male,cisgender,arcticfox
17,genderqueer,transgender,dragon
29,male,cisgender,feral
17,mostly_male,complicated,wolf
31,male,cisgender,tiger
17,mostly_female,cisgender,othercanine
16,male,complicated,wolf
18,male,cisgender,otherdog
19,male,cisgender,dragon
13,male,cisgender,wolf
28,mostly_male,complicated,snowleopard
25,nonbinary_nos,transgender,
16,male,cisgender,otherfeline
20,female,cisgender,dragon
1,male,cisgender,collie
28,mostly_male,complicated,dinosaur
26,female,cisgender,wolf
17,male,cisgender,other
22,female,transgender,domesticcat
62,both,complicated,redfox
22,male,complicated,mouse
30,male,cisgender,
26,mostly_female,transgender,domesticcat
32,female,complicated,
25,male,cisgender,anthro
18,female,cisgender,rabbit
18,male,cisgender,fennec
22,male,cisgender,other
18,male,cisgender,coyote
19,male,cisgender,husky
16,male,cisgender,domesticcat
18,male,cisgender,other
18,male,cisgender,feral
19,male,cisgender,redfox
19,male,cisgender,skunk
18,male,cisgender,kitsune
19,female,cisgender,
21,male,transgender,bat
19,mostly_male,cisgender,otherfeline
22,male,cisgender,
22,male,cisgender,redfox
22,male,cisgender,jackal
25,male,cisgender,wolf
29,male,cisgender,cheetah
17,male,complicated,wolf
26,male,cisgender,kangaroo
18,male,cisgender,rabbit
23,male,cisgender,germanshepherd
20,mostly_male,cisgender,otherfox
30,mostly_male,complicated,coyote
17,female,cisgender,greyfox
18,male,cisgender,
23,female,cisgender,snowleopard
23,male,cisgender,
23,male,cisgender,mouse
21,female,cisgender,domesticcat
20,male,cisgender,coyote
21,male,cisgender,wolf
23,female,transgender,wolf
14,both,cisgender,
59,male,cisgender,
18,mostly_male,cisgender,
22,male,cisgender,redfox
19,genderqueer,complicated,wolf
20,male,cisgender,
14,female,cisgender,leopard
18,genderqueer,complicated,wolf
17,male,cisgender,wolf
20,male,cisgender,deer
25,female,cisgender,otherfeline
15,male,cisgender,redfox
16,female,cisgender,germanshepherd
19,male,cisgender,wolf
17,male,cisgender,
15,male,cisgender,germanshepherd
16,male,cisgender,
21,male,cisgender,panther
22,nonbinary_nos,complicated,wolf
16,male,cisgender,kangaroo
21,mostly_female,cisgender,wolf
19,male,cisgender,
22,female,cisgender,dragon
29,male,cisgender,arcticfox
1,male,cisgender,wolf
23,male,cisgender,
36,mostly_male,cisgender,greyfox
23,male,cisgender,otherungulate
13,male,cisgender,husky
17,male,cisgender,anthro
30,male,complicated,other
15,both,complicated,otherfox
25,male,cisgender,
20,male,cisgender,otherdog
16,male,cisgender,redfox
23,mostly_male,transgender,
18,male,cisgender,
17,female,cisgender,
16,genderqueer,transgender,otherdog
15,male,cisgender,other
21,male,cisgender,
19,male,cisgender,wolf
16,male,cisgender,wolf
20,male,cisgender,hyaena
18,both,complicated,
18,both,complicated,
14,male,cisgender,dragon
18,male,cisgender,squirrel
18,male,cisgender,
30,male,cisgender,other
25,female,transgender,wolf
29,male,cisgender,redfox
20,male,cisgender,
18,male,cisgender,
29,male,cisgender,wolf
18,neutrois,complicated,greyfox
19,male,cisgender,wolf
16,male,cisgender,wolf
20,male,cisgender,
22,male,transgender,lion
15,male,cisgender,rabbit
17,male,cisgender,redfox
16,male,cisgender,dragon
17,male,cisgender,
25,male,cisgender,greyfox
28,male,cisgender,
23,nonbinary_nos,complicated,snowleopard
15,male,cisgender,coyote
23,male,cisgender,dragon
47,male,cisgender,greyfox
17,male,cisgender,
18,male,cisgender,
32,female,cisgender,dinosaur
23,male,cisgender,dragon
16,male,cisgender,
16,male,cisgender,
19,male,cisgender,mouse
16,mostly_male,complicated,domesticcat
14,female,cisgender,othercanine
13,male,cisgender,wolf
16,male,cisgender,other
15,male,cisgender,otherfeline
21,male,cisgender,wolf
27,male,cisgender,raccoon
18,male,cisgender,raccoon
33,female,cisgender,domesticcat
20,neutrois,complicated,otherbird
17,mostly_male,complicated,other
37,male,transgender,redfox
17,male,cisgender,other
29,both,complicated,
21,male,cisgender,panther
20,mostly_male,complicated,kitsune
21,nonbinary_nos,complicated,
21,male,cisgender,
18,male,cisgender,raccoon
20,male,cisgender,coyote
16,male,cisgender,redfox
32,male,cisgender,redfox
13,female,cisgender,mouse
17,male,cisgender,lizard
23,male,cisgender,other
30,male,cisgender,othercanine
21,male,cisgender,domesticcat
17,male,cisgender,wolf
15,male,cisgender,fennec
18,male,cisgender,tiger
15,female,cisgender,domesticcat
14,male,cisgender,wolf
15,male,cisgender,redfox
19,male,cisgender,other
22,female,cisgender,other
18,male,cisgender,wolf
17,male,cisgender,redfox
31,male,cisgender,lemur
17,male,cisgender,dragon
23,male,cisgender,arcticfox
21,neutrois,transgender,panther
19,male,cisgender,wolf
33,male,transgender,husky
13,female,cisgender,tiger
26,genderqueer,complicated,collie
25,female,cisgender,coyote
17,female,cisgender,panther
26,male,cisgender,
27,female,cisgender,germanshepherd
42,male,cisgender,other
27,neutrois,complicated,other
23,male,cisgender,dragon
23,male,transgender,otherbear
27,male,cisgender,wolf
21,male,cisgender,redfox
21,female,cisgender,wolf
17,mostly_female,cisgender,anthro
22,mostly_female,cisgender,other
20,female,cisgender,other
32,male,cisgender,
23,mostly_female,cisgender,dragon
34,male,cisgender,skunk
19,female,cisgender,greyfox
22,neutrois,transgender,deer
29,female,cisgender,wolf
22,genderqueer,complicated,
23,mostly_male,transgender,wolf
26,male,cisgender,other
22,male,cisgender,otherfeline
24,mostly_male,transgender,panther
25,female,cisgender,otherfeline
24,male,cisgender,other
28,male,cisgender,husky
19,genderqueer,cisgender,othercanine
15,female,cisgender,dragon
37,male,cisgender,polymorphic
20,genderqueer,transgender,otherdog
26,female,cisgender,domesticcat
16,mostly_female,cisgender,coyote
22,female,cisgender,otherfox
18,female,cisgender,wolf
20,nonbinary_nos,complicated,wolf
26,female,cisgender,other
35,male,cisgender,wolf
21,female,cisgender,tiger
24,mostly_female,cisgender,otherdog
28,genderqueer,transgender,raven
23,both,complicated,wolf
33,male,cisgender,cougar
22,female,cisgender,wolf
23,male,cisgender,wolf
32,female,cisgender,hyaena
20,female,cisgender,other
25,male,cisgender,otherfox
19,male,cisgender,dragon
33,male,cisgender,dragon
23,neutrois,complicated,dragon
28,male,cisgender,horse
22,female,cisgender,lion
24,male,cisgender,riverotter
24,female,cisgender,other
21,male,cisgender,arcticfox
45,male,cisgender,lion
23,mostly_female,cisgender,othermustelid
29,male,cisgender,domesticcat
20,male,cisgender,other
17,female,cisgender,fennec
23,male,cisgender,otherfox
21,female,cisgender,other
15,both,transgender,other
32,male,cisgender,redfox
20,male,cisgender,husky
20,male,cisgender,dragon
42,male,cisgender,dragon
18,female,cisgender,wolf
33,mostly_male,cisgender,wolf
18,male,cisgender,wolf
19,genderqueer,cisgender,husky
18,female,cisgender,wolf
17,male,cisgender,coyote
27,male,cisgender,wolf
35,male,cisgender,other
36,female,transgender,wolf
29,female,cisgender,polymorphic
22,female,cisgender,hyaena
25,mostly_female,cisgender,otherungulate
26,male,cisgender,other
1,male,cisgender,arcticfox
18,male,complicated,wolf
18,male,cisgender,redfox
22,male,cisgender,tiger
23,mostly_male,cisgender,wolf
28,genderqueer,transgender,wolf
24,male,cisgender,deer
30,mostly_female,cisgender,tiger
18,genderqueer,transgender,redfox
17,both,complicated,other
24,genderqueer,transgender,other
20,male,cisgender,wolf
17,female,cisgender,other
18,male,cisgender,redfox
26,male,cisgender,squirrel
22,female,cisgender,wolf
19,male,cisgender,otherdog
25,male,cisgender,raptor
24,female,cisgender,domesticcat
25,male,transgender,monkey
15,female,cisgender,wolf
33,male,cisgender,dragon
25,mostly_female,transgender,wolf
37,mostly_male,cisgender,rat
20,genderqueer,complicated,bat
33,male,cisgender,wolf
33,male,cisgender,otherfox
25,female,complicated,wolf
20,male,cisgender,redfox
30,male,cisgender,husky
17,female,cisgender,brownbear
22,female,cisgender,fennec
18,male,cisgender,
23,genderqueer,transgender,anthro
18,mostly_male,cisgender,wolf
36,female,cisgender,otherfeline
15,male,cisgender,wolf
24,male,cisgender,snowleopard
27,both,complicated,wolf
28,male,cisgender,snowleopard
23,male,cisgender,deer
14,female,complicated,dragon
24,genderqueer,complicated,wolf
27,male,cisgender,domesticcat
18,mostly_female,transgender,husky
1,genderqueer,complicated,otherdog
25,male,cisgender,raccoon
24,mostly_male,transgender,wolf
24,both,complicated,snowleopard
26,male,cisgender,germanshepherd
21,male,cisgender,wolf
18,male,cisgender,wolf
33,female,cisgender,wolf
19,mostly_male,cisgender,
19,genderqueer,transgender,kitsune
25,female,cisgender,otherfox
27,male,cisgender,riverotter
17,female,complicated,otherdog
18,male,cisgender,
19,female,cisgender,
26,male,cisgender,lion
25,female,cisgender,otherbird
16,mostly_male,cisgender,wolf
35,mostly_female,cisgender,dragon
23,male,cisgender,otherdog
17,mostly_male,cisgender,brownbear
22,mostly_female,transgender,anthro
16,male,cisgender,otherfox
18,mostly_male,cisgender,wolf
31,male,cisgender,snowleopard
22,male,cisgender,dragon
16,male,cisgender,
25,mostly_female,cisgender,
21,both,complicated,arcticfox
21,genderqueer,cisgender,otherfox
20,male,cisgender,otherdog
14,male,cisgender,wolf
36,male,cisgender,lion
24,male,cisgender,grizzlybear
18,male,cisgender,wolf
28,male,cisgender,redfox
19,male,cisgender,redfox
16,male,cisgender,otherfeline
16,male,cisgender,lion
19,female,cisgender,othermarsupial
24,male,cisgender,redfox
28,male,cisgender,rabbit
19,mostly_female,cisgender,anthro
52,male,cisgender,
17,female,cisgender,lion
20,male,cisgender,deer
24,male,cisgender,redfox
27,male,cisgender,
16,male,cisgender,wolf
14,female,cisgender,wolf
24,male,cisgender,otherfeline
21,male,cisgender,polymorphic
16,male,cisgender,
19,male,cisgender,lion
13,female,cisgender,dinosaur
28,genderqueer,transgender,domesticcat
18,male,cisgender,redfox
21,mostly_male,cisgender,domesticcat
15,male,cisgender,
31,male,cisgender,
16,neutrois,cisgender,wolf
14,male,cisgender,wolf
21,male,cisgender,fennec
23,male,cisgender,othercanine
20,male,cisgender,otherdog
20,male,cisgender,redfox
17,male,cisgender,
19,male,cisgender,kitsune
21,male,cisgender,otherdog
19,both,cisgender,otherfeline
20,both,cisgender,wolf
20,male,cisgender,arcticfox
20,male,cisgender,arcticfox
26,male,cisgender,
31,nonbinary_nos,transgender,other
28,mostly_female,cisgender,wolf
16,male,cisgender,kitsune
17,female,cisgender,dragon
35,male,cisgender,lion
16,mostly_female,cisgender,raven
16,male,cisgender,otherdog
21,mostly_male,cisgender,
24,female,cisgender,domesticcat
16,male,cisgender,redfox
24,male,cisgender,fennec
18,mostly_male,transgender,monkey
19,male,cisgender,wolf
29,male,cisgender,fennec
17,female,cisgender,wolf
24,male,cisgender,wolf
19,male,cisgender,husky
16,male,cisgender,redfox
22,male,cisgender,wolf
28,male,cisgender,domesticcat
17,mostly_male,cisgender,brownbear
20,male,cisgender,kangaroo
25,male,cisgender,otherfox
23,male,cisgender,wolf
17,male,cisgender,
18,male,cisgender,tiger
16,male,cisgender,wolf
23,male,cisgender,jackal
22,male,cisgender,polarbear
20,male,cisgender,dragon
27,male,cisgender,redfox
22,mostly_male,cisgender,otherfeline
13,genderqueer,complicated,wolf
16,genderqueer,complicated,
18,male,transgender,otherdog
28,male,cisgender,riverotter
20,neutrois,complicated,redpanda
22,mostly_male,cisgender,otherfeline
15,neutrois,complicated,arcticfox
47,male,cisgender,deer
34,mostly_male,complicated,other
16,male,cisgender,other
16,nonbinary_nos,transgender,tiger
20,mostly_male,complicated,husky
27,mostly_female,transgender,dragon
37,male,cisgender,
20,male,cisgender,wolf
18,male,cisgender,dragon
18,female,cisgender,
17,male,transgender,domesticcat
22,female,transgender,othercanine
23,male,cisgender,
16,male,cisgender,wolf
22,both,complicated,wolf
25,female,complicated,othercanine
18,male,cisgender,husky
18,neutrois,transgender,dragon
18,male,cisgender,redpanda
16,nonbinary_nos,complicated,wolf
16,both,complicated,wolf
22,male,cisgender,seaotter
21,mostly_male,cisgender,arcticfox
21,male,cisgender,greyfox
23,male,cisgender,otherdog
15,male,cisgender,kangaroo
25,male,cisgender,
100,genderqueer,complicated,pandabear
16,male,cisgender,snowleopard
17,male,cisgender,
15,male,cisgender,
16,male,transgender,wolf
17,male,cisgender,
22,male,cisgender,redfox
20,male,cisgender,redfox
22,male,cisgender,other
17,male,cisgender,husky
31,mostly_male,cisgender,dragon
20,male,cisgender,wolf
21,male,cisgender,domesticcat
18,female,cisgender,dragon
22,nonbinary_nos,cisgender,raven
1,male,cisgender,wolf
16,male,cisgender,wolf
28,genderqueer,complicated,squirrel
18,female,cisgender,dragon
32,male,cisgender,lion
22,male,cisgender,
21,neutrois,complicated,otherfox
20,male,cisgender,otherdog
19,male,cisgender,snowleopard
17,male,transgender,redfox
17,female,cisgender,deer
22,male,cisgender,arcticfox
21,male,cisgender,
20,mostly_male,cisgender,raccoon
33,male,cisgender,griffin
26,male,cisgender,tiger
21,male,cisgender,
42,male,cisgender,
19,mostly_male,cisgender,redfox
24,male,cisgender,
21,female,cisgender,brownbear
18,male,cisgender,husky
25,male,cisgender,
19,male,cisgender,dragon
16,male,cisgender,panther
20,male,cisgender,
26,both,complicated,dragon
23,male,cisgender,
17,male,cisgender,
15,male,cisgender,kangaroo
21,male,cisgender,redfox
18,male,cisgender,husky
20,male,cisgender,otherfox
21,female,cisgender,other
24,male,complicated,other
21,male,cisgender,mouse
19,male,cisgender,kitsune
19,both,cisgender,kitsune
25,male,cisgender,
17,female,cisgender,wolf
35,male,cisgender,
16,male,cisgender,wolf
19,mostly_male,cisgender,dragon
19,mostly_male,cisgender,otherfox
20,mostly_male,cisgender,wolf
16,female,cisgender,other
23,male,cisgender,rabbit
21,both,transgender,
20,male,cisgender,redfox
21,male,cisgender,wolf
23,male,cisgender,arcticfox
24,male,cisgender,coyote
33,male,cisgender,hyaena
23,male,cisgender,
17,male,transgender,fennec
27,male,cisgender,riverotter
20,female,cisgender,otherdog
22,male,cisgender,other
14,male,cisgender,wolf
24,male,cisgender,seaotter
14,male,cisgender,husky
19,male,transgender,other
16,male,cisgender,wolf
17,male,cisgender,mouse
23,male,cisgender,husky
16,male,cisgender,
19,male,cisgender,otherdog
15,male,cisgender,wolf
16,male,cisgender,husky
15,male,cisgender,wolf
23,genderqueer,complicated,othermusteloid
20,male,cisgender,other
22,male,cisgender,cheetah
21,male,cisgender,arcticfox
27,male,transgender,horse
23,male,cisgender,wolf
32,female,cisgender,otherbird
27,male,cisgender,
20,male,cisgender,otherfeline
17,male,cisgender,redfox
39,both,cisgender,tiger
17,mostly_male,transgender,wolf
21,male,cisgender,wolf
20,mostly_female,cisgender,anthro
19,male,cisgender,jackal
23,male,cisgender,dragon
17,mostly_male,cisgender,wolf
15,male,cisgender,tiger
29,male,cisgender,wolf
16,female,cisgender,domesticcat
15,male,cisgender,redfox
15,male,cisgender,raccoon
20,male,cisgender,otherfox
19,male,cisgender,redfox
19,mostly_male,complicated,hyaena
24,male,cisgender,wolf
22,male,cisgender,lion
28,male,cisgender,
22,mostly_male,cisgender,rat
21,male,cisgender,domesticcat
24,male,cisgender,dragon
18,female,cisgender,hyaena
18,male,cisgender,wolf
22,male,cisgender,tiger
18,male,cisgender,
22,male,cisgender,other
21,male,cisgender,redfox
18,male,cisgender,arcticfox
15,male,cisgender,anthro
16,male,cisgender,arcticfox
24,male,cisgender,wolf
18,male,cisgender,rabbit
20,male,cisgender,redfox
17,male,cisgender,kitsune
22,male,cisgender,arcticfox
28,mostly_male,complicated,wolf
23,male,cisgender,snowleopard
16,male,cisgender,wolf
18,male,cisgender,other
15,mostly_male,complicated,wolf
26,male,cisgender,wolf
26,male,cisgender,raptor
26,mostly_male,cisgender,othercanine
33,female,transgender,lion
21,male,cisgender,other
19,male,cisgender,germanshepherd
17,mostly_male,cisgender,
19,genderqueer,complicated,redfox
18,male,cisgender,jackal
22,mostly_male,complicated,wolf
19,male,cisgender,wolf
23,male,cisgender,
19,male,cisgender,wolf
21,male,cisgender,wolf
20,mostly_male,transgender,otherfeline
25,female,cisgender,otherfeline
18,male,cisgender,redfox
25,male,cisgender,cheetah
19,male,cisgender,otherdog
14,male,cisgender,wolf
22,male,cisgender,redfox
19,mostly_male,transgender,otherfox
21,male,cisgender,anthro
15,male,cisgender,wolf
14,male,cisgender,wolf
15,male,cisgender,
14,male,cisgender,arcticfox
29,male,cisgender,otherfox
23,male,cisgender,cheetah
45,male,cisgender,
16,male,cisgender,redfox
27,male,cisgender,wolf
26,male,cisgender,otherbear
40,mostly_female,transgender,leopard
17,male,cisgender,dragon
19,male,cisgender,redfox
17,female,cisgender,redfox
18,male,cisgender,otherfox
29,male,cisgender,
20,male,cisgender,redfox
19,male,cisgender,husky
14,female,cisgender,wolf
16,both,complicated,
18,male,transgender,wolf
30,male,cisgender,wolf
17,male,cisgender,lizard
22,mostly_female,cisgender,wolf
21,female,cisgender,bat
17,male,cisgender,
20,male,cisgender,wolf
20,male,cisgender,greyfox
21,male,cisgender,otherfox
16,male,cisgender,arcticfox
18,male,cisgender,otherfeline
17,male,transgender,anthro
1,male,cisgender,cheetah
19,mostly_female,cisgender,other
27,male,cisgender,rat
20,male,cisgender,wolf
20,male,cisgender,otherfox
18,male,cisgender,wolf
15,mostly_male,cisgender,husky
21,male,cisgender,dragon
24,female,cisgender,otherfox
26,male,cisgender,wolf
26,male,cisgender,
22,male,cisgender,fennec
15,mostly_female,transgender,arcticfox
18,female,cisgender,redpanda
15,genderqueer,cisgender,otherfeline
37,male,cisgender,otherbear
26,male,cisgender,husky
1,male,cisgender,wolf
15,male,cisgender,wolf
23,male,cisgender,riverotter
26,neutrois,transgender,redpanda
17,male,cisgender,deer
34,mostly_male,cisgender,arcticfox
28,male,cisgender,otherdog
19,male,transgender,polymorphic
19,male,cisgender,
18,female,cisgender,wolf
45,male,cisgender,horse
20,male,cisgender,
18,male,cisgender,husky
24,female,transgender,dinosaur
19,male,cisgender,husky
24,male,cisgender,tiger
18,male,cisgender,otherdog
23,male,cisgender,wolf
20,male,cisgender,arcticfox
19,male,cisgender,wolf
17,male,cisgender,germanshepherd
31,female,cisgender,leopard
17,mostly_male,cisgender,
31,female,cisgender,leopard
14,male,cisgender,
22,male,cisgender,wolf
36,male,cisgender,coyote
22,female,cisgender,wolf
18,female,transgender,coyote
21,male,cisgender,kangaroo
1,male,cisgender,dragon
28,male,cisgender,dragon
24,male,cisgender,domesticcat
16,female,cisgender,skunk
20,male,cisgender,otherdog
25,male,cisgender,
21,male,cisgender,deer
23,male,cisgender,wolf
18,male,cisgender,dragon
17,mostly_male,complicated,domesticcat
41,male,cisgender,greyfox
24,male,cisgender,dragon
26,male,cisgender,otherbird
19,male,cisgender,grizzlybear
28,female,cisgender,deer
23,mostly_male,cisgender,
19,male,transgender,kitsune
19,male,cisgender,other
25,male,cisgender,dragon
15,male,cisgender,redfox
15,female,cisgender,
24,male,cisgender,dragon
21,male,cisgender,otherdog
22,male,cisgender,otherfeline
22,male,cisgender,other
1,female,cisgender,wolf
19,female,cisgender,otherfox
25,male,cisgender,mouse
29,mostly_female,complicated,tiger
14,mostly_male,cisgender,domesticcat
18,female,cisgender,
15,female,cisgender,domesticcat
17,male,cisgender,wolf
29,male,cisgender,otherungulate
19,both,transgender,rabbit
21,male,cisgender,wolf
15,male,cisgender,other
24,male,cisgender,wolf
19,nonbinary_nos,complicated,
18,male,cisgender,husky
31,male,cisgender,dragon
19,male,cisgender,wolf
20,both,complicated,
23,male,cisgender,
21,male,cisgender,redpanda
21,male,cisgender,lizard
16,male,cisgender,
22,male,cisgender,
15,male,cisgender,other
17,male,cisgender,wolf
42,male,cisgender,othercanine
30,male,cisgender,dragon
19,female,cisgender,wolf
20,male,cisgender,dragon
17,female,cisgender,lion
20,male,cisgender,other
31,male,cisgender,otherdog
17,male,cisgender,jackal
21,male,cisgender,domesticcat
18,female,cisgender,
21,male,cisgender,anthro
21,male,cisgender,husky
18,mostly_male,cisgender,panther
23,male,cisgender,horse
31,male,cisgender,wolf
17,mostly_female,cisgender,
20,male,cisgender,wolf
20,male,cisgender,
14,male,transgender,coyote
15,male,cisgender,wolf
28,male,cisgender,
20,female,cisgender,wolf
19,male,cisgender,fennec
22,mostly_female,cisgender,otherdog
14,female,cisgender,otherungulate
17,neutrois,transgender,
19,mostly_female,complicated,redfox
26,both,complicated,dragon
24,male,cisgender,
26,male,cisgender,fennec
31,female,cisgender,raptor
19,male,cisgender,anthro
31,male,cisgender,wolf
22,neutrois,cisgender,dragon
23,male,cisgender,
23,male,cisgender,
22,male,cisgender,squirrel
24,male,cisgender,
26,male,cisgender,
16,male,cisgender,bat
20,mostly_female,cisgender,wolf
28,mostly_male,cisgender,otherungulate
32,male,cisgender,wolf
20,male,cisgender,domesticcat
14,male,cisgender,dragon
20,both,cisgender,tiger
31,male,cisgender,
13,male,cisgender,wolf
32,male,cisgender,collie
25,male,cisgender,wolf
18,male,cisgender,redfox
14,mostly_female,cisgender,wolf
28,nonbinary_nos,complicated,
24,female,cisgender,hyaena
29,male,cisgender,
18,male,cisgender,wolf
14,male,cisgender,kangaroo
23,male,cisgender,husky
15,male,cisgender,kitsune
27,male,cisgender,otherfox
17,mostly_male,cisgender,husky
17,mostly_male,cisgender,otherfox
25,male,cisgender,fennec
31,male,cisgender,raptor
22,male,cisgender,raven
22,male,cisgender,raven
17,male,cisgender,deer
20,male,cisgender,greyfox
18,male,cisgender,wolf
23,male,cisgender,deer
18,male,cisgender,raven
21,female,cisgender,rabbit
15,male,cisgender,otherfox
20,male,cisgender,riverotter
21,female,cisgender,rabbit
17,genderqueer,transgender,dragon
17,male,cisgender,wolf
25,male,cisgender,redfox
25,genderqueer,cisgender,wolf
20,female,cisgender,taur
54,male,cisgender,redfox
17,male,complicated,kitsune
27,female,cisgender,wolf
23,male,cisgender,otherfeline
22,male,cisgender,dragon
30,male,cisgender,otherfox
40,nonbinary_nos,complicated,fennec
19,male,cisgender,husky
15,female,cisgender,husky
24,male,cisgender,wolf
16,male,complicated,wolf
18,male,cisgender,dragon
23,male,cisgender,raccoon
17,male,cisgender,riverotter
15,male,cisgender,
20,male,cisgender,griffin
27,male,cisgender,
18,female,transgender,wolf
17,male,cisgender,
16,mostly_female,complicated,bat
14,female,cisgender,domesticcat
18,genderqueer,cisgender,arcticfox
27,male,cisgender,dragon
16,male,cisgender,redpanda
15,female,cisgender,
21,female,transgender,wolf
15,male,cisgender,wolf
