Age,Gender Identity,Gender Alignment,Main Species
27,male,cisgender,germanshepherd
26,male,cisgender,
48,male,cisgender,lion
27,male,cisgender,anthro
24,male,cisgender,wolf
28,male,cisgender,dragon
19,male,cisgender,wolf
27,genderqueer,cisgender,rabbit
17,neutrois,transgender,wolf
25,male,cisgender,otherfox
22,male,cisgender,dragon
21,nonbinary_nos,transgender,other
17,male,cisgender,wolf
26,male,cisgender,redfox
25,male,cisgender,redfox
34,male,cisgender,lion
25,female,cisgender,
29,male,cisgender,germanshepherd
24,male,transgender,otherreptile
42,genderqueer,complicated,coyote
20,male,cisgender,othercanine
27,male,cisgender,lizard
26,genderqueer,transgender,otherbird
46,male,cisgender,kangaroo
27,male,cisgender,other
21,male,cisgender,wolf
33,male,cisgender,wolf
21,male,cisgender,skunk
20,genderqueer,complicated,wolf
27,male,cisgender,panther
27,male,cisgender,skunk
31,male,cisgender,wolf
23,male,cisgender,wolf
22,female,cisgender,rat
36,mostly_male,cisgender,kitsune
19,male,cisgender,wolf
35,male,cisgender,redpanda
27,female,cisgender,lion
27,male,cisgender,redfox
33,female,cisgender,dragon
25,male,cisgender,grizzlybear
20,male,cisgender,otherbear
20,female,transgender,otherfox
26,male,cisgender,lion
23,both,transgender,wolf
20,male,cisgender,wolf
26,male,transgender,other
16,male,cisgender,husky
19,male,cisgender,dragon
24,female,cisgender,wolf
20,female,cisgender,anthro
19,female,cisgender,wolf
19,male,cisgender,redfox
21,male,cisgender,
25,male,cisgender,
25,male,cisgender,redfox
30,male,cisgender,tiger
24,mostly_female,complicated,wolf
34,male,cisgender,dragon
37,male,cisgender,deer
21,male,cisgender,wolf
24,mostly_male,cisgender,skunk
20,male,cisgender,redfox
22,mostly_male,cisgender,raven
18,male,cisgender,
27,male,cisgender,otherbird
37,male,cisgender,otherbear
25,male,cisgender,riverotter
22,mostly_male,cisgender,wolf
22,male,cisgender,husky
21,male,transgender,domesticcat
27,male,cisgender,wolf
20,mostly_male,cisgender,anthro
28,male,cisgender,othermustelid
26,genderqueer,cisgender,jackal
20,both,transgender,fennec
31,male,cisgender,redfox
26,male,cisgender,lion
23,male,cisgender,wolf
24,male,cisgender,otherfox
26,male,cisgender,domesticcat
19,male,cisgender,redfox
20,male,cisgender,riverotter
31,male,cisgender,greyfox
20,male,cisgender,wolf
15,male,cisgender,tiger
18,male,cisgender,hyaena
28,male,cisgender,dragon
19,mostly_female,cisgender,germanshepherd
19,male,cisgender,otherfox
16,mostly_male,cisgender,redfox
20,male,cisgender,raccoon
18,male,cisgender,
20,male,cisgender,redfox
20,male,cisgender,deer
25,male,cisgender,wolf
20,male,cisgender,wolf
24,male,cisgender,tiger
33,female,cisgender,otherfeline
21,male,cisgender,coyote
35,mostly_female,cisgender,wolf
30,male,cisgender,redfox
20,male,cisgender,lizard
16,male,cisgender,
25,male,complicated,kitsune
3,male,cisgender,wolf
22,male,cisgender,husky
19,male,transgender,otherfeline
31,male,cisgender,otherdog
22,mostly_male,transgender,otherreptile
23,mostly_female,complicated,
23,genderqueer,transgender,otherdog
26,female,transgender,snowleopard
30,male,cisgender,kangaroo
18,male,cisgender,redfox
24,mostly_male,cisgender,
21,male,complicated,otherdog
24,male,cisgender,rabbit
22,mostly_male,cisgender,kitsune
32,male,cisgender,anthro
27,male,cisgender,otherbear
28,mostly_male,cisgender,wolf
25,male,cisgender,redfox
27,male,cisgender,wolf
20,genderqueer,transgender,redfox
35,male,cisgender,kitsune
28,genderqueer,transgender,wolf
23,male,cisgender,seaotter
25,male,cisgender,
21,male,cisgender,wolf
19,male,cisgender,otherdog
19,male,cisgender,othercanine
26,female,cisgender,otherfeline
17,female,cisgender,otherdog
14,female,cisgender,wolf
31,mostly_female,complicated,lion
17,female,cisgender,pandabear
20,male,complicated,wolf
20,male,cisgender,bat
16,male,cisgender,other
34,male,cisgender,tiger
17,female,cisgender,germanshepherd
21,male,cisgender,wolf
24,mostly_male,cisgender,lion
31,genderqueer,cisgender,wolf
22,male,cisgender,hyaena
34,neutrois,cisgender,greyfox
36,male,cisgender,squirrel
20,male,cisgender,wolf
15,male,cisgender,
29,female,cisgender,otherungulate
35,genderqueer,complicated,redfox
20,male,cisgender,riverotter
28,male,cisgender,weasel
21,male,cisgender,wolf
16,male,cisgender,otherfeline
18,male,cisgender,other
18,male,cisgender,collie
24,mostly_female,cisgender,wolf
21,male,cisgender,arcticfox
24,male,cisgender,domesticcat
20,nonbinary_nos,complicated,fennec
17,male,cisgender,
37,neutrois,transgender,dragon
24,male,cisgender,
31,male,cisgender,wolf
25,male,cisgender,wolf
29,male,cisgender,redpanda
27,male,cisgender,fennec
30,male,cisgender,tiger
29,male,cisgender,other
24,mostly_male,cisgender,redfox
20,male,cisgender,othermustelid
23,male,cisgender,husky
30,mostly_male,cisgender,redfox
20,male,cisgender,redfox
23,male,cisgender,raccoon
19,male,cisgender,wolf
18,male,cisgender,redfox
16,mostly_male,complicated,
23,male,cisgender,bat
23,male,cisgender,tiger
23,male,cisgender,otherfox
21,male,cisgender,wolf
24,male,cisgender,redfox
19,male,cisgender,otherdog
18,male,cisgender,hyaena
16,male,cisgender,hyaena
39,male,cisgender,otherfeline
21,nonbinary_nos,transgender,domesticcat
25,mostly_male,cisgender,kitsune
25,female,cisgender,
22,male,cisgender,redfox
17,male,cisgender,collie
18,genderqueer,transgender,wolf
19,male,cisgender,raccoon
26,male,cisgender,dragon
20,male,cisgender,hyaena
21,mostly_male,cisgender,bat
26,male,cisgender,redfox
20,male,cisgender,otherdog
18,male,cisgender,domesticcat
57,male,cisgender,feral
21,male,cisgender,
19,female,transgender,wolf
26,male,cisgender,husky
20,male,cisgender,otherfeline
21,male,cisgender,othermustelid
19,mostly_male,complicated,otherbird
20,male,cisgender,other
19,male,cisgender,domesticcat
22,male,cisgender,jackal
18,male,cisgender,
20,male,cisgender,redfox
18,male,cisgender,
25,male,cisgender,otherreptile
34,both,transgender,hyaena
18,male,cisgender,husky
15,male,cisgender,other
25,male,cisgender,wolf
19,male,cisgender,domesticcat
18,male,cisgender,wolf
20,male,cisgender,redfox
14,male,cisgender,otherfox
23,male,cisgender,otherdog
17,male,cisgender,redfox
27,male,cisgender,lion
18,male,cisgender,otherungulate
26,male,cisgender,wolf
21,male,cisgender,otherfox
20,male,complicated,otherfox
20,male,cisgender,wolf
24,male,cisgender,redfox
22,neutrois,transgender,wolf
20,mostly_male,cisgender,lion
25,male,cisgender,dragon
20,male,cisgender,redpanda
35,female,transgender,wolf
30,male,cisgender,snowleopard
18,mostly_male,complicated,fennec
21,male,cisgender,otherfeline
25,male,cisgender,domesticcat
26,male,cisgender,redfox
26,male,cisgender,other
19,male,cisgender,griffin
24,male,cisgender,otherfox
26,male,cisgender,wolf
27,male,cisgender,dragon
20,male,cisgender,griffin
20,male,cisgender,otherdog
19,mostly_female,transgender,arcticfox
16,male,cisgender,cougar
16,mostly_male,cisgender,other
21,male,cisgender,other
18,male,cisgender,panther
18,mostly_male,cisgender,deer
23,neutrois,cisgender,lion
21,male,cisgender,othercanine
25,female,cisgender,wolf
18,male,cisgender,bat
21,male,cisgender,redfox
19,male,cisgender,other
24,male,transgender,mouse
24,mostly_male,cisgender,snowleopard
19,male,cisgender,rabbit
17,male,cisgender,pandabear
24,male,cisgender,lizard
35,male,cisgender,otherfox
15,mostly_female,cisgender,rat
16,male,cisgender,jackal
21,male,cisgender,wolf
26,mostly_male,cisgender,otherfox
20,male,cisgender,redfox
19,male,cisgender,other
33,female,cisgender,redpanda
39,male,cisgender,grizzlybear
21,male,cisgender,raccoon
31,male,cisgender,cheetah
23,male,cisgender,
26,female,cisgender,otherfeline
27,male,cisgender,lizard
26,male,cisgender,wolf
24,nonbinary_nos,transgender,otherdog
19,male,cisgender,
21,mostly_male,complicated,wolf
17,male,cisgender,redfox
22,male,cisgender,domesticcat
25,male,cisgender,rabbit
21,male,cisgender,fennec
21,male,cisgender,cheetah
24,male,cisgender,snowleopard
26,male,cisgender,other
30,male,cisgender,otherbird
15,male,cisgender,wolf
30,male,cisgender,redfox
17,male,cisgender,wolf
37,male,cisgender,coyote
26,male,cisgender,feral
17,male,cisgender,coyote
17,male,cisgender,raven
27,female,cisgender,redfox
29,male,cisgender,tiger
21,mostly_male,complicated,bat
22,male,cisgender,husky
23,male,cisgender,other
37,male,cisgender,
19,male,cisgender,redfox
17,male,cisgender,wolf
15,male,cisgender,pandabear
20,mostly_male,cisgender,dragon
19,male,cisgender,domesticcat
21,male,cisgender,wolf
26,genderqueer,complicated,otherdog
35,female,cisgender,coyote
19,male,cisgender,riverotter
29,male,cisgender,fennec
29,female,cisgender,dragon
17,mostly_male,cisgender,deer
22,neutrois,complicated,otherfeline
31,female,cisgender,dragon
24,male,cisgender,deer
22,mostly_male,cisgender,otherfeline
32,male,cisgender,redfox
28,male,cisgender,otherungulate
25,genderqueer,complicated,tiger
24,mostly_male,cisgender,otherdog
18,male,cisgender,otherdog
29,male,cisgender,redfox
23,both,transgender,hyaena
38,male,cisgender,tiger
20,female,cisgender,redpanda
36,male,cisgender,othercanine
19,male,cisgender,arcticfox
32,female,cisgender,tiger
23,nonbinary_nos,complicated,lizard
20,male,cisgender,otherfox
48,male,cisgender,grizzlybear
18,male,cisgender,wolf
19,male,cisgender,
21,male,cisgender,domesticcat
20,male,cisgender,otherbird
23,male,cisgender,
20,mostly_female,transgender,otherdog
20,male,cisgender,cheetah
26,male,cisgender,otherreptile
17,male,cisgender,tiger
25,male,cisgender,kitsune
14,male,cisgender,wolf
6,male,cisgender,weasel
32,mostly_female,cisgender,other
28,female,transgender,dragon
17,male,cisgender,othercanine
22,male,cisgender,tiger
23,nonbinary_nos,complicated,deer
18,male,cisgender,otherreptile
18,female,cisgender,cougar
20,female,cisgender,
24,male,cisgender,
28,male,cisgender,othercanine
24,mostly_male,transgender,grizzlybear
23,male,cisgender,germanshepherd
19,female,cisgender,grizzlybear
27,female,cisgender,lion
25,mostly_male,cisgender,domesticcat
25,genderqueer,cisgender,wolf
20,male,cisgender,kitsune
33,genderqueer,transgender,kitsune
23,female,transgender,lizard
20,male,cisgender,fennec
24,female,cisgender,otherfeline
30,male,cisgender,dragon
23,male,cisgender,otherfeline
24,genderqueer,complicated,dinosaur
24,male,cisgender,tiger
27,male,cisgender,horse
26,male,cisgender,dragon
21,male,cisgender,wolf
20,genderqueer,transgender,
21,male,cisgender,brownbear
27,male,cisgender,otherbird
44,male,cisgender,squirrel
23,male,cisgender,germanshepherd
17,male,cisgender,husky
20,male,cisgender,redfox
19,female,transgender,domesticcat
18,mostly_male,complicated,dinosaur
20,male,cisgender,raven
17,male,cisgender,wolf
23,female,cisgender,dragon
33,male,cisgender,taur
24,mostly_female,transgender,otherungulate
19,female,cisgender,deer
28,male,cisgender,dragon
21,male,cisgender,otherfox
28,male,cisgender,raccoon
19,male,cisgender,wolf
17,male,cisgender,rabbit
21,male,cisgender,otherfeline
18,male,cisgender,wolf
21,male,cisgender,snowleopard
30,mostly_male,cisgender,tiger
21,male,cisgender,otherdog
35,mostly_male,transgender,other
28,male,cisgender,redfox
19,male,cisgender,bat
21,male,cisgender,wolf
18,both,complicated,redpanda
21,male,cisgender,otherbear
26,male,cisgender,anthro
24,mostly_male,cisgender,rabbit
18,male,cisgender,domesticcat
19,male,cisgender,dragon
20,male,cisgender,otherfeline
31,male,cisgender,redpanda
20,male,cisgender,polarbear
31,male,cisgender,raccoon
23,male,cisgender,wolf
19,male,cisgender,brownbear
21,male,cisgender,dragon
18,female,transgender,other
26,male,cisgender,otherdog
31,female,cisgender,domesticcat
23,male,cisgender,
19,male,cisgender,lion
27,female,transgender,snowleopard
23,female,cisgender,rabbit
19,male,cisgender,wolf
31,male,cisgender,
17,male,cisgender,
20,male,cisgender,other
17,both,cisgender,dragon
33,male,cisgender,brownbear
32,male,cisgender,redfox
33,male,cisgender,mouse
35,genderqueer,transgender,otherfeline
19,male,cisgender,lizard
23,female,cisgender,
20,male,cisgender,raccoon
20,male,cisgender,redfox
20,male,cisgender,other
25,male,cisgender,wolf
23,female,cisgender,anthro
18,male,cisgender,greyfox
17,male,cisgender,domesticcat
35,male,cisgender,wolf
30,male,cisgender,otherfeline
20,mostly_male,cisgender,
24,genderqueer,transgender,rabbit
17,male,cisgender,wolf
23,mostly_male,cisgender,domesticcat
1,genderqueer,complicated,
17,nonbinary_nos,transgender,bat
20,male,cisgender,redpanda
23,male,cisgender,domesticcat
21,male,cisgender,wolf
20,male,cisgender,redfox
16,female,cisgender,
50,male,cisgender,horse
25,male,cisgender,otherreptile
27,male,cisgender,griffin
20,male,cisgender,deer
21,male,cisgender,deer
18,male,cisgender,seaotter
17,female,cisgender,other
23,male,cisgender,wolf
27,male,cisgender,othercanine
21,male,cisgender,rabbit
46,male,cisgender,horse
21,male,cisgender,snowleopard
20,male,cisgender,wolf
22,mostly_male,cisgender,squirrel
20,nonbinary_nos,complicated,rabbit
28,genderqueer,cisgender,othermarsupial
20,mostly_female,cisgender,deer
15,male,cisgender,dragon
21,male,cisgender,redpanda
19,male,cisgender,redfox
21,female,transgender,arcticfox
40,mostly_male,cisgender,raccoon
22,genderqueer,complicated,other
15,male,cisgender,wolf
23,neutrois,transgender,mouse
31,male,cisgender,othercanine
24,genderqueer,complicated,redpanda
28,mostly_female,transgender,snowleopard
39,male,cisgender,otherdog
19,male,cisgender,otherfeline
29,female,cisgender,dragon
22,male,cisgender,wolf
25,female,cisgender,othercanine
36,male,cisgender,griffin
18,male,transgender,other
21,mostly_female,complicated,dragon
20,male,cisgender,
21,male,cisgender,other
33,male,cisgender,otherungulate
17,male,cisgender,dragon
19,male,cisgender,other
18,male,cisgender,dragon
19,male,cisgender,otherfeline
20,male,transgender,wolf
38,male,cisgender,domesticcat
19,male,cisgender,redfox
19,male,cisgender,dragon
22,male,cisgender,husky
17,male,cisgender,
23,male,cisgender,redpanda
17,mostly_male,cisgender,arcticfox
32,male,cisgender,lion
30,male,cisgender,redfox
31,mostly_male,complicated,arcticfox
23,both,complicated,otherdog
24,male,cisgender,wolf
34,female,transgender,tiger
19,mostly_male,cisgender,wolf
21,male,cisgender,other
30,mostly_male,cisgender,wolf
21,male,cisgender,dragon
33,female,cisgender,otherfeline
23,female,transgender,otherfeline
20,male,cisgender,otherfox
21,male,cisgender,dragon
30,female,cisgender,horse
23,male,cisgender,redfox
27,male,cisgender,kitsune
18,male,cisgender,otherfox
20,male,cisgender,hyaena
18,genderqueer,complicated,othercanine
20,male,cisgender,raccoon
20,male,cisgender,tiger
31,male,cisgender,other
31,male,cisgender,arcticfox
29,mostly_male,transgender,deer
19,male,cisgender,jackal
21,neutrois,transgender,domesticcat
24,mostly_female,cisgender,otherreptile
22,male,cisgender,wolf
21,mostly_male,cisgender,dragon
18,male,cisgender,redfox
24,genderqueer,transgender,snowleopard
21,male,cisgender,
22,male,cisgender,redfox
20,male,cisgender,wolf
21,male,cisgender,wolf
26,genderqueer,complicated,
20,male,cisgender,
25,male,cisgender,
24,male,cisgender,cheetah
22,male,cisgender,kangaroo
20,male,cisgender,badger
22,male,cisgender,wolf
16,male,cisgender,wolf
19,male,cisgender,raptor
26,male,cisgender,otherfox
18,male,cisgender,otherfeline
17,male,cisgender,wolf
19,male,cisgender,lizard
18,male,cisgender,brownbear
29,male,cisgender,polarbear
24,male,cisgender,lizard
24,male,cisgender,otherfeline
21,mostly_male,cisgender,other
28,male,cisgender,dragon
23,male,cisgender,redfox
33,female,cisgender,hyaena
20,male,cisgender,squirrel
23,male,cisgender,dragon
20,male,cisgender,fennec
19,male,cisgender,husky
18,male,cisgender,anthro
21,male,cisgender,redfox
20,male,cisgender,raptor
36,male,cisgender,arcticfox
26,male,cisgender,redfox
22,male,cisgender,lion
22,male,cisgender,germanshepherd
17,male,cisgender,othermustelid
28,female,cisgender,othermustelid
22,mostly_male,cisgender,squirrel
18,male,cisgender,wolf
22,female,cisgender,deer
26,male,cisgender,otherdog
20,male,cisgender,rabbit
18,male,cisgender,redfox
29,male,cisgender,
22,male,cisgender,
27,mostly_male,cisgender,dragon
50,male,cisgender,badger
19,mostly_male,cisgender,lizard
28,male,cisgender,wolf
17,male,cisgender,greyfox
34,male,cisgender,lizard
37,male,cisgender,
20,both,complicated,wolf
20,male,cisgender,deer
28,male,cisgender,coyote
26,female,cisgender,other
21,male,cisgender,other
21,male,cisgender,arcticfox
14,male,cisgender,othercanine
17,male,cisgender,husky
17,male,cisgender,otherfeline
17,male,cisgender,
13,male,cisgender,domesticcat
21,male,cisgender,lion
21,male,cisgender,other
27,genderqueer,cisgender,coyote
16,female,cisgender,
20,male,cisgender,anthro
40,nonbinary_nos,complicated,wolf
21,male,cisgender,other
37,mostly_female,cisgender,lion
27,male,cisgender,husky
15,male,cisgender,tiger
20,mostly_female,cisgender,otherdog
29,mostly_male,complicated,wolf
20,both,transgender,other
20,mostly_male,cisgender,wolf
35,male,cisgender,germanshepherd
20,male,cisgender,dragon
27,male,cisgender,dragon
18,male,cisgender,coyote
17,male,cisgender,
30,male,cisgender,wolf
21,male,cisgender,wolf
24,female,cisgender,hyaena
18,male,cisgender,arcticfox
27,genderqueer,complicated,domesticcat
20,male,cisgender,fennec
26,male,cisgender,othercanine
26,male,cisgender,skunk
18,male,cisgender,redfox
20,male,cisgender,husky
30,male,cisgender,
33,male,cisgender,otherdog
19,male,cisgender,redfox
25,male,cisgender,
21,male,cisgender,wolf
40,male,cisgender,anthro
24,male,cisgender,wolf
19,genderqueer,complicated,deer
27,female,cisgender,lion
23,male,cisgender,kitsune
18,male,cisgender,otherfox
24,male,cisgender,otherfeline
27,male,cisgender,otherfeline
17,mostly_male,transgender,dragon
26,male,cisgender,riverotter
18,male,cisgender,redfox
20,male,cisgender,raccoon
18,male,cisgender,other
16,male,cisgender,arcticfox
17,male,cisgender,other
16,male,cisgender,wolf
25,mostly_female,cisgender,otherdog
23,mostly_male,complicated,dragon
16,male,cisgender,wolf
20,mostly_female,complicated,rat
31,male,cisgender,dragon
24,male,cisgender,redfox
27,male,cisgender,husky
24,female,cisgender,wolf
18,male,cisgender,
23,male,cisgender,otherdog
22,mostly_female,complicated,otherdog
33,nonbinary_nos,transgender,otherungulate
19,male,cisgender,husky
25,male,cisgender,dragon
20,male,cisgender,redfox
17,male,cisgender,deer
18,male,cisgender,raccoon
18,male,cisgender,anthro
15,male,cisgender,wolf
19,male,cisgender,domesticcat
34,male,cisgender,
30,female,complicated,wolf
15,mostly_male,cisgender,arcticfox
17,male,cisgender,
24,male,cisgender,dragon
23,male,cisgender,wolf
20,mostly_female,cisgender,dragon
18,male,cisgender,coyote
26,male,cisgender,
18,male,cisgender,redfox
16,male,cisgender,otherdog
22,male,cisgender,domesticcat
25,male,cisgender,otherfeline
34,female,transgender,snowleopard
21,male,cisgender,lizard
26,male,cisgender,wolf
16,mostly_female,cisgender,dragon
28,female,cisgender,otherfeline
23,male,cisgender,lizard
22,male,cisgender,
19,male,cisgender,cheetah
25,neutrois,transgender,othercanine
17,female,cisgender,wolf
20,genderqueer,complicated,deer
20,nonbinary_nos,complicated,grizzlybear
21,male,cisgender,
20,male,cisgender,griffin
34,male,cisgender,dragon
18,male,cisgender,othercanine
22,male,cisgender,cheetah
14,female,cisgender,otherungulate
19,female,transgender,greyfox
20,male,cisgender,riverotter
27,female,transgender,fennec
29,male,cisgender,otherdog
19,male,cisgender,raccoon
19,male,cisgender,other
24,male,cisgender,redfox
18,male,cisgender,raptor
18,male,cisgender,
25,male,cisgender,husky
20,male,cisgender,grizzlybear
25,male,cisgender,wolf
15,male,cisgender,redpanda
21,male,cisgender,wolf
20,mostly_male,cisgender,other
16,male,cisgender,wolf
22,male,cisgender,rabbit
22,male,cisgender,riverotter
23,male,cisgender,wolf
22,male,cisgender,redfox
17,mostly_male,cisgender,kitsune
23,male,cisgender,dragon
77,male,cisgender,
26,both,transgender,wolf
22,male,cisgender,fennec
23,mostly_male,cisgender,husky
18,neutrois,transgender,
36,male,cisgender,arcticfox
20,male,cisgender,
24,male,cisgender,otherdog
25,mostly_female,complicated,kangaroo
36,male,cisgender,grizzlybear
27,female,cisgender,othermustelid
19,male,cisgender,
26,male,transgender,raven
26,mostly_male,cisgender,skunk
21,male,cisgender,
22,male,cisgender,wolf
24,mostly_male,cisgender,coyote
23,male,cisgender,greyfox
27,male,cisgender,husky
25,mostly_female,complicated,wolf
33,female,cisgender,brownbear
23,male,cisgender,germanshepherd
21,male,cisgender,kitsune
45,male,cisgender,griffin
18,male,cisgender,redpanda
28,mostly_female,complicated,redfox
45,female,cisgender,otherfeline
21,male,cisgender,redfox
24,mostly_female,cisgender,
17,male,cisgender,wolf
20,both,cisgender,dragon
20,female,cisgender,
28,nonbinary_nos,transgender,lion
15,female,cisgender,anthro
69,mostly_male,cisgender,
23,male,cisgender,hyaena
20,male,cisgender,riverotter
19,female,cisgender,skunk
14,male,cisgender,redfox
26,male,cisgender,redfox
33,mostly_female,transgender,jackal
15,male,cisgender,dragon
39,male,cisgender,other
24,male,cisgender,germanshepherd
24,male,cisgender,wolf
29,mostly_male,cisgender,otherdog
17,male,cisgender,other
16,male,cisgender,domesticcat
29,male,cisgender,otherfox
18,male,cisgender,wolf
25,female,cisgender,otherdog
18,male,cisgender,dragon
21,male,cisgender,otherfox
32,male,cisgender,dragon
15,male,cisgender,redfox
18,male,cisgender,dragon
16,male,cisgender,wolf
18,both,complicated,other
23,male,cisgender,wolf
19,male,cisgender,redpanda
20,male,cisgender,otherbird
25,both,transgender,kangaroo
20,female,cisgender,otherdog
20,male,cisgender,dragon
19,male,cisgender,arcticfox
21,female,cisgender,wolf
21,male,cisgender,jackal
19,male,cisgender,otherfox
28,genderqueer,complicated,wolf
22,female,cisgender,griffin
37,male,cisgender,dragon
29,mostly_male,complicated,other
26,male,cisgender,rabbit
31,both,transgender,otherdog
16,mostly_female,cisgender,wolf
17,male,transgender,otherdog
29,genderqueer,transgender,raccoon
16,male,complicated,domesticcat
23,male,complicated,rat
19,mostly_male,complicated,wolf
26,mostly_male,cisgender,arcticfox
21,mostly_male,cisgender,otherfeline
22,male,cisgender,otherfox
17,male,cisgender,husky
25,male,cisgender,dragon
18,mostly_female,cisgender,otherdog
32,neutrois,transgender,dragon
19,male,cisgender,raccoon
19,male,cisgender,bat
17,male,cisgender,kangaroo
15,male,cisgender,dragon
22,male,cisgender,coyote
18,male,cisgender,husky
31,male,cisgender,wolf
26,male,cisgender,wolf
21,male,cisgender,wolf
23,male,cisgender,dragon
20,male,cisgender,anthro
1,male,cisgender,hyaena
27,male,cisgender,riverotter
20,male,cisgender,dragon
24,male,cisgender,othercanine
16,male,cisgender,redfox
19,male,cisgender,coyote
20,male,cisgender,weasel
18,male,cisgender,redfox
32,male,cisgender,raccoon
16,mostly_female,transgender,dragon
27,female,cisgender,other
27,male,cisgender,otherfeline
25,male,cisgender,mouse
18,male,cisgender,
28,male,cisgender,dragon
21,male,cisgender,dragon
24,male,cisgender,redpanda
18,male,cisgender,wolf
27,male,cisgender,otherdog
30,male,cisgender,tiger
28,genderqueer,complicated,otherdog
36,mostly_male,cisgender,griffin
24,male,cisgender,rabbit
20,male,cisgender,redpanda
15,male,cisgender,greyfox
19,male,cisgender,
31,male,cisgender,wolf
26,male,cisgender,wolf
29,male,cisgender,redfox
31,genderqueer,transgender,kitsune
22,male,cisgender,wolf
41,mostly_male,complicated,squirrel
23,male,cisgender,otherfeline
31,male,cisgender,wolf
23,female,cisgender,bat
1,male,cisgender,raccoon
19,female,cisgender,otherdog
20,male,cisgender,griffin
19,male,cisgender,wolf
31,female,cisgender,fennec
31,male,cisgender,wolf
20,male,cisgender,redfox
18,nonbinary_nos,transgender,
24,male,cisgender,anthro
23,male,cisgender,monkey
17,male,cisgender,wolf
18,mostly_male,transgender,bat
25,male,cisgender,raccoon
24,male,cisgender,othermarsupial
29,nonbinary_nos,complicated,rabbit
22,male,cisgender,dragon
15,male,cisgender,dragon
26,male,cisgender,otherfox
23,genderqueer,complicated,kitsune
20,female,cisgender,domesticcat
25,male,cisgender,wolf
38,mostly_female,transgender,domesticcat
48,male,cisgender,raccoon
23,male,cisgender,fennec
16,male,cisgender,riverotter
18,nonbinary_nos,transgender,otherfeline
19,female,cisgender,arcticfox
36,male,cisgender,domesticcat
28,male,transgender,coyote
18,male,cisgender,greyfox
22,male,cisgender,lizard
23,male,cisgender,other
25,male,cisgender,otherfox
21,mostly_female,complicated,otherungulate
17,male,cisgender,rabbit
32,mostly_male,complicated,dragon
16,male,cisgender,wolf
36,male,cisgender,dragon
18,male,cisgender,arcticfox
17,male,cisgender,wolf
22,male,cisgender,domesticcat
20,female,transgender,otherfeline
30,genderqueer,complicated,seaotter
17,neutrois,transgender,coyote
20,male,cisgender,fennec
19,female,cisgender,wolf
16,male,cisgender,anthro
18,male,cisgender,wolf
27,male,cisgender,wolf
15,female,cisgender,other
20,male,cisgender,wolf
17,female,cisgender,tiger
18,female,cisgender,wolf
18,male,cisgender,wolf
19,female,cisgender,wolf
23,male,cisgender,other
23,male,cisgender,domesticcat
21,male,cisgender,wolf
16,genderqueer,complicated,wolf
17,male,cisgender,fennec
16,female,cisgender,fennec
34,male,cisgender,wolf
18,male,cisgender,tiger
17,mostly_male,cisgender,wolf
23,male,cisgender,otherfox
16,male,cisgender,tiger
23,male,cisgender,domesticcat
23,mostly_male,cisgender,wolf
20,male,cisgender,wolf
18,male,cisgender,wolf
18,male,cisgender,othercanine
34,male,cisgender,wolf
19,male,cisgender,wolf
19,male,cisgender,dragon
22,male,cisgender,fennec
18,male,cisgender,wolf
35,male,cisgender,husky
17,male,cisgender,lion
13,male,cisgender,wolf
22,male,cisgender,otherfox
16,male,cisgender,wolf
28,female,cisgender,dragon
21,female,cisgender,other
27,mostly_male,cisgender,wolf
19,male,transgender,domesticcat
23,female,cisgender,wolf
32,male,cisgender,othermarsupial
28,male,cisgender,wolf
23,male,cisgender,brownbear
13,male,cisgender,wolf
22,male,cisgender,koala
38,male,cisgender,lion
30,mostly_female,cisgender,wolf
48,female,cisgender,othermustelid
19,male,cisgender,dragon
29,mostly_female,transgender,otherungulate
14,male,cisgender,wolf
18,male,cisgender,
17,female,transgender,rabbit
17,male,cisgender,wolf
21,both,complicated,fennec
22,female,transgender,coyote
27,female,cisgender,collie
27,male,cisgender,other
24,male,cisgender,othercanine
13,female,cisgender,wolf
20,male,cisgender,
19,male,cisgender,
35,male,cisgender,grizzlybear
31,male,cisgender,raccoon
22,female,cisgender,wolf
28,male,cisgender,mouse
15,mostly_female,cisgender,redfox
31,male,cisgender,tiger
30,male,cisgender,coyote
26,male,cisgender,husky
35,male,cisgender,wolf
32,male,cisgender,wolf
17,male,cisgender,other
24,male,cisgender,horse
38,male,cisgender,otherdog
21,male,cisgender,wolf
16,male,cisgender,wolf
17,male,cisgender,riverotter
21,male,cisgender,wolf
21,male,cisgender,wolf
17,male,cisgender,dragon
16,mostly_male,cisgender,germanshepherd
22,mostly_male,complicated,domesticcat
21,male,cisgender,wolf
24,female,cisgender,dragon
29,female,cisgender,other
24,neutrois,complicated,rat
30,nonbinary_nos,cisgender,redpanda
18,male,cisgender,domesticcat
33,genderqueer,complicated,dragon
29,mostly_male,transgender,othercanine
35,female,cisgender,lion
17,male,cisgender,
34,mostly_male,transgender,otherfox
20,male,cisgender,otherdog
28,male,cisgender,cheetah
27,male,cisgender,redfox
13,mostly_female,cisgender,wolf
24,female,cisgender,wolf
19,male,cisgender,otherbird
18,male,cisgender,otherbird
17,male,cisgender,wolf
17,mostly_male,cisgender,otherdog
16,male,cisgender,coyote
18,male,cisgender,other
18,male,cisgender,
25,male,cisgender,germanshepherd
24,male,cisgender,redfox
20,male,cisgender,domesticcat
23,male,cisgender,
21,male,cisgender,arcticfox
