Species,Sexual dominance,Romantic dominance,Social dominance
otherungulate,1,0,-1
otherdog,0,0,0
wolf,-1,0,0
otherdog; othercanine,2,0,0
arcticfox,-1,1,2
wolf,-2,0,1
other,-1,-2,-1
domesticcat; other; otherprimate,0,-1,0
wolf,-2,-2,-2
redfox,-1,-1,0
arcticfox,-2,-1,0
,-1,-1,1
horse,-1,1,-2
otherfeline; other,-1,1,1
redfox,-2,-2,-1
otherdog,-2,-1,0
wolf; otherdog,0,1,-1
wolf; otherbird; other,1,1,-1
othermusteloid,1,2,0
dragon,0,0,0
lemur,-1,0,2
redfox; collie,,-1,1
wolf,,,-2
arcticfox; husky,-2,-2,-2
otherdog,-1,-1,-1
otherfox,-1,-2,-2
wolf; redfox,-2,-2,-1
dragon,0,0,0
otherfox,1,0,-2
wolf,,,0
otherdog,-1,-1,-1
wolf,-1,0,1
tiger; domesticcat,1,1,-1
wolf,-1,0,0
otherfox,-2,1,0
wolf,1,-1,-1
dragon; bat,1,0,0
domesticcat,0,0,1
redfox,0,0,0
otherfox; kangaroo,2,1,0
dragon,-1,-1,0
dragon,1,0,-1
redfox,1,0,1
wolf; rabbit,-1,-1,-1
germanshepherd,-2,0,0
redfox; kitsune,0,0,1
other,-2,0,2
redfox,-1,0,-1
wolf,-2,-1,-2
wolf,-2,-2,-2
dinosaur,-1,1,0
otherungulate,1,0,0
rabbit,0,0,-1
otherdog,1,1,-2
otherbird,-1,-2,-2
otherdog,-1,0,1
rabbit,-1,-1,1
otherdog,1,0,1
other,-1,0,1
otherungulate,-2,-1,0
wolf; husky,-2,0,2
redfox,0,0,1
rat,-1,0,0
dragon; raven,-2,1,2
otherdog,-2,0,1
lizard; otherreptile,-1,-2,-1
husky,-2,-2,-1
redfox,0,0,0
domesticcat,-1,0,-2
otherdog,-1,0,1
husky,-2,1,1
other,1,0,1
mouse; rat; other,,-2,1
arcticfox,-1,-2,-1
domesticcat,-1,-1,-2
lizard,-1,-1,-2
redfox,1,1,0
dragon,0,0,0
wolf,-1,-1,1
snowleopard,,1,-2
redfox,-2,-1,1
wolf; greyfox,0,0,0
dragon; lizard; dinosaur; other,-2,-2,-2
griffin,-2,0,1
skunk,-1,-1,-2
otherfeline,0,0,-2
otherbird,2,1,0
wolf,0,0,0
dragon; otherreptile,0,-1,0
horse,-2,0,2
grizzlybear,0,1,-1
wolf; redfox,-1,-1,-1
husky,-2,-2,2
otherfox,-1,-1,2
wolf,1,-1,-1
wolf; redfox; coyote,0,0,1
otherfox,0,-1,-2
othermustelid,0,0,0
other,-2,0,-2
wolf; otherfox; coyote,0,0,0
snowleopard,-2,-2,-2
wolf; dragon,0,0,0
other,,,1
otherfeline; dragon,0,0,-1
husky,1,-1,2
dragon,2,2,2
wolf,1,0,-1
husky; skunk,-2,-2,0
wolf; husky,0,-1,-2
domesticcat; rabbit,-2,0,-1
otherdog,0,1,1
wolf,1,0,-2
wolf,1,0,-1
other,0,0,-1
wolf; germanshepherd; husky,-1,1,-2
tiger; dragon,0,0,-1
horse; otherungulate,-1,0,-2
domesticcat; otherfeline,-1,1,1
otherfeline,0,1,-1
otherprimate,-1,0,-2
riverotter,1,0,0
wolf; otherdog,-1,-1,1
snowleopard; otherfeline; other,0,-1,0
otherbear,-1,-1,-2
otherungulate,1,1,-1
redfox,-2,0,1
other,-1,-1,1
collie,-1,0,0
dragon,-1,-1,-1
panther,-1,0,0
raccoon,-1,-1,0
dragon; lizard,0,-1,-1
tiger,0,0,1
cheetah; other,1,0,0
othercanine,-1,-1,0
tiger; horse,1,0,1
lion,0,1,0
husky,0,1,-1
other,2,0,-1
other,0,-1,-1
wolf,0,0,1
wolf,2,2,1
otherdog; other,-2,-2,0
otherfeline; other,0,1,-1
wolf,0,1,-1
wolf; other,1,1,2
domesticcat,-2,0,0
redfox,1,1,1
wolf,-1,1,1
raccoon,1,1,0
redfox,-2,-1,-1
wolf; otherdog,2,1,-1
redfox,-1,0,-1
redfox,0,0,-1
wolf,-1,-1,0
dragon,0,-1,1
other,0,0,-1
tiger; raccoon; kangaroo,0,1,-1
redfox; otherfox,0,0,1
arcticfox; snowleopard,2,1,1
jackal; othercanine,0,1,-2
dragon; otherreptile; other,-1,0,1
other,0,0,-1
wolf,-1,0,1
wolf; otherfeline; raptor; otherbird; other,0,1,1
domesticcat,-1,1,0
domesticcat,-2,-2,1
redfox,-1,-2,-2
otherdog,-2,1,0
lion,1,1,0
otherdog,-2,-1,1
tiger,1,0,0
tiger,2,1,0
dragon,0,0,1
dragon,-1,-2,-2
wolf,1,1,0
other,-1,1,0
arcticfox,-2,-2,-2
wolf,-2,0,0
dragon,1,0,0
raccoon,1,-1,1
wolf; husky,1,1,2
germanshepherd,-1,0,0
wolf,0,0,-1
germanshepherd,-1,0,-1
deer,-1,1,2
wolf,-2,0,-1
otherfeline,0,-1,-2
otherreptile,1,1,-1
redfox,1,0,0
deer; rabbit; other,-1,-1,0
redfox; arcticfox; rabbit,0,1,0
otherbird,-2,-1,0
wolf,0,0,0
otherdog,2,1,-1
othermarsupial,-1,0,0
deer,1,-1,1
otherfox,-2,-2,-2
wolf,1,1,1
redfox,-1,-1,1
wolf,-1,-1,2
other,-1,0,0
otherungulate,1,0,0
wolf,1,-1,0
redfox,0,0,-1
grizzlybear,-1,0,1
otherdog,1,0,0
dragon,-2,-1,-1
otherdog,-1,0,1
lion,-1,-1,0
rabbit,-1,1,2
wolf,-1,0,1
wolf,1,0,0
wolf,0,0,0
wolf,0,0,1
redfox,0,0,0
redfox; arcticfox,0,-1,-1
wolf,2,0,1
otherfox; panther,-1,-1,-1
redfox,2,2,2
othermustelid,-1,-1,-1
otherreptile,0,1,0
weasel,2,1,0
wolf,2,1,0
otherungulate,-2,-1,-1
kitsune,-1,-1,-2
otherbird,0,1,
raccoon; bat,1,0,-2
domesticcat; bat,-2,-1,-2
lion,1,-1,-2
otherfeline,0,0,0
other,0,1,0
otherdog,-2,1,-2
cheetah,-1,0,0
cheetah,-1,-1,0
dragon,0,2,0
hyaena,0,0,0
arcticfox,-1,1,0
horse,-1,-1,1
arcticfox,-2,-1,-1
husky,1,1,-1
fennec,-2,-2,-1
redfox,0,0,-1
redfox; domesticcat,-1,-1,0
rat,0,0,-1
jackal; otherungulate,1,-1,1
domesticcat; other,1,2,0
other,-2,0,0
deer; other,-2,0,-2
fennec; tiger,0,0,-1
dragon; deer; raptor,1,0,1
otherfeline,-1,0,1
wolf; dragon,-2,-2,-2
arcticfox; otherfox; deer; bat,1,-1,-2
redfox; cougar,1,0,1
otherfeline,-2,-2,-2
wolf,-1,1,1
weasel; other,1,1,1
hyaena,0,0,-2
othercanine,0,0,0
wolf; domesticcat,2,1,0
dragon; dinosaur,-1,-1,-1
rabbit,-2,-2,2
otherungulate,0,0,0
wolf; dragon,1,0,-1
bat,-1,0,-1
wolf; husky,-1,-1,1
othermustelid,1,1,0
squirrel,0,-2,-1
wolf,1,1,1
raccoon; squirrel,1,0,1
husky,2,0,2
rabbit; other,1,0,1
domesticcat; other,-1,0,0
domesticcat,0,1,2
deer; raptor,1,-1,0
wolf; dragon,-2,-2,-2
skunk,0,0,0
redfox,-2,1,0
husky,-2,-2,-1
wolf; dragon; other,-1,-1,-1
snowleopard,1,0,-1
othercanine; other,2,0,0
weasel,0,-1,-2
other,0,-1,1
wolf,-1,1,0
pandabear,0,0,0
other,-2,-2,-2
otherfeline; otherbird,1,1,1
wolf,1,0,0
raccoon,1,0,-1
kangaroo,0,0,1
wolf,-1,0,0
raptor,-2,-2,-1
domesticcat,-1,-1,-1
wolf,1,-1,0
wolf,-2,-2,1
otherfox,-2,0,-1
other,-1,-1,-1
husky,1,0,0
domesticcat,-1,-2,-1
dragon,-1,1,0
raccoon,-1,0,-1
cheetah,-1,-1,1
husky,0,0,1
jackal,-2,0,-1
tiger,0,1,-1
lizard,1,1,1
other,0,0,-1
redfox,-2,-2,1
mouse,0,0,-1
othermustelid,1,-1,-2
othercanine,-1,0,-1
domesticcat,-1,0,1
rat,0,0,0
husky,-2,-2,-2
arcticfox,-2,0,1
raccoon,-2,0,0
deer,0,-1,1
redfox,-1,-1,-1
wolf,2,1,0
redfox,-2,-1,0
husky,-2,0,1
cougar,1,1,1
husky,-1,1,-2
otherreptile; hyaena,-2,-1,0
dragon,2,2,1
wolf,-2,1,0
other,-1,0,1
domesticcat,0,0,-1
fennec,-2,-2,0
wolf; greyfox,-2,-2,-1
raccoon,1,0,1
otherdog,0,-1,1
arcticfox,-2,0,-1
dragon,-1,-1,-1
otherdog; otherreptile,0,1,0
riverotter,0,0,-1
germanshepherd,-2,-2,1
redfox; domesticcat,-1,-1,-1
otherfeline,0,-1,-1
,-1,-1,-2
weasel,-1,1,-1
otherfeline; other,-1,0,2
otherdog,0,2,-2
panther,0,0,-1
otherdog,1,-1,-1
wolf,2,1,0
otherdog; other,-1,0,0
otherdog,-1,0,-1
dragon,-1,-1,-1
husky,-1,0,1
otherbird; other,-1,0,0
redfox,-1,-1,1
other,,1,1
seaotter,1,0,-1
wolf; husky,0,-1,1
arcticfox,-1,0,0
griffin,1,0,0
kitsune,1,0,1
coyote,-1,-2,-2
dragon,1,1,-1
otherfox; other,1,0,-1
germanshepherd,-1,-1,1
dragon,2,0,0
wolf; husky,2,1,1
dragon,0,1,-1
other,0,2,-1
riverotter,-1,-1,0
domesticcat,0,0,0
dragon,-1,1,2
wolf; otherbear,2,0,-1
coyote,1,2,1
arcticfox,-2,-1,1
rabbit,-2,0,-1
redfox; husky,-1,1,0
horse,1,-1,-1
husky,-1,-1,-1
otherfeline,-2,-2,-2
germanshepherd,1,0,0
redfox,-1,-1,-1
wolf,1,0,1
lion,-1,-1,-2
other,-1,-1,-2
otherbird,-1,0,0
other,0,0,-1
domesticcat; otherfeline,-1,0,-1
husky,0,0,0
lion,1,-1,1
othermusteloid,0,1,1
tiger,0,0,-2
wolf,-2,0,0
collie,-2,0,1
dragon,1,0,-1
lion,-1,-2,0
other,0,0,-1
otherdog,1,2,-1
cheetah,1,0,0
hyaena,0,1,-1
wolf; tiger; dragon,1,-1,-1
hyaena,-1,-1,0
rabbit,0,0,1
tiger,1,0,2
husky; otherdog,1,-1,-2
,-1,1,1
wolf; husky,0,-1,1
riverotter,-2,-1,-2
wolf,1,-1,-1
horse,0,0,-1
mouse,-2,-1,2
jackal; dinosaur,1,-1,0
wolf,-2,-2,-2
snowleopard,-1,0,0
otherdog,1,-1,0
otherfeline; raven,1,0,0
wolf; germanshepherd; otherdog; other,0,1,0
redfox; leopard; domesticcat; dragon,-1,-1,-2
coyote,0,-2,1
otherfeline; other,-1,0,-1
otherungulate; other,1,1,1
redfox,-1,2,0
otherfeline,-1,-1,-1
redfox; arcticfox,-1,0,2
otherdog,1,1,1
hyaena,-1,0,-1
dragon,-2,-1,0
coyote,-1,0,-1
cheetah,-2,-1,-1
dragon,-1,0,1
dragon,-1,0,-1
domesticcat,-2,-2,-2
greyfox,1,1,0
deer,1,0,0
wolf,-1,-2,2
otherbear,-2,2,1
other,0,0,0
other,0,-2,1
wolf; rabbit,-2,-2,-2
raptor,2,-1,-1
germanshepherd,1,1,1
other; hyaena,-2,-1,-1
coyote,-1,-2,1
tiger,-1,1,1
wolf,1,-2,-1
panther; otherfeline,-1,-1,-2
polarbear,-1,-1,-1
otherdog,1,0,0
coyote,-1,0,0
polarbear,0,0,1
dragon; raccoon,0,0,-1
raccoon,0,-1,-1
other,-1,-1,0
coyote,0,0,0
other,-2,-1,1
dragon,-1,0,2
kitsune,1,1,1
redfox,1,0,1
bat,-1,-1,-1
rat,-1,-1,-1
snowleopard,0,0,1
riverotter,0,0,-1
otherreptile,0,-2,-2
weasel,-1,-1,-1
dragon,1,1,1
othercanine,0,0,1
wolf,0,0,1
raccoon,-1,1,0
domesticcat,-1,1,-1
tiger; lion,0,0,1
dragon; other,0,1,-1
lizard,0,0,0
othercanine; raccoon; othermusteloid,0,-2,2
other,0,-1,-1
otherdog,-1,-1,-1
raccoon,1,1,-2
horse; other,0,0,0
other,0,0,2
other,-1,0,0
redpanda; deer,-1,0,1
jackal,-1,-1,-1
arcticfox,1,1,1
othercanine; deer,-2,-2,1
redfox,0,0,-1
other,-1,-1,0
snowleopard; griffin,-2,1,-1
domesticcat; dragon,-2,0,0
otherfox,-1,-1,-1
otherbird,0,0,-2
redfox,-1,0,-1
kangaroo,0,0,0
rabbit,-2,-1,-1
wolf; germanshepherd; husky,-1,-1,1
husky,-1,-1,-1
tiger; raptor; other,0,0,0
wolf,2,-2,1
other,0,0,-1
wolf,-1,-1,-2
squirrel,2,1,0
dinosaur,0,0,0
rabbit,-1,0,0
wolf,0,0,0
otherdog,,-1,0
lion,-1,1,-1
jackal,0,0,1
,-1,0,0
dragon,-1,-1,0
lizard,1,1,0
otherreptile,-2,-2,0
redfox,0,0,0
wolf,-1,1,1
wolf,-1,-1,-1
wolf,-1,0,1
husky,1,-1,1
wolf; other,0,0,-2
cougar,-2,-1,0
deer,1,1,0
otherfeline,-1,0,0
cougar,1,-1,0
wolf; othercanine,0,-1,1
otherbear,0,0,0
wolf,0,-1,0
domesticcat,-1,0,-2
otherfeline,-1,0,-1
otherfox,-1,0,0
otherdog,-1,0,0
cougar,0,0,1
,1,-1,0
raccoon,2,2,2
redfox,1,-1,2
wolf,-1,1,-2
wolf,-1,1,-1
cheetah; otherfeline,0,0,2
wolf; tiger; lizard; rat; otherbird; other,-1,-1,0
other,0,0,0
wolf,1,1,1
tiger,-1,-1,-1
griffin; other,1,0,-1
wolf,-2,-1,0
other,0,1,1
wolf,-1,0,0
dragon,2,0,-1
lion,-2,-2,0
otherfox,-2,-2,-2
wolf,1,2,2
tiger; redpanda,-1,0,1
redfox,-2,-1,-2
other,2,0,1
wolf,0,1,2
wolf,-1,0,-2
redfox; riverotter,1,0,-2
redfox; kitsune; other,-2,-1,-1
redfox; other,1,-1,-1
wolf,-2,-2,-2
coyote; othercanine,2,-1,1
othermustelid,-2,1,0
mouse; otherbird,-1,0,0
wolf; dinosaur,-2,-1,0
otherdog,0,0,0
arcticfox,-1,1,2
wolf; germanshepherd,-2,-2,2
other,0,0,0
dragon,1,-1,0
wolf; dragon; lizard,0,1,-2
snowleopard,-1,-1,-1
arcticfox,-2,-2,-2
otherfeline,-1,0,1
wolf,2,2,0
wolf; otherfox,0,0,0
wolf; husky; brownbear,1,0,1
wolf; other,1,0,-1
lion; otherfeline; other,1,1,1
wolf,0,-1,1
leopard; snowleopard; panther; cougar; domesticcat; otherfeline,-2,-2,-2
redfox; other,0,0,1
wolf,2,1,0
other,0,2,0
rabbit,0,0,-1
fennec,-1,-1,0
domesticcat; grizzlybear,0,-1,1
domesticcat,-1,1,2
otherfox,2,1,1
redfox,0,0,0
arcticfox; husky,-2,-2,1
otherfeline,-2,1,2
skunk; othermustelid,-1,0,-1
grizzlybear,-1,-2,1
arcticfox,-2,0,0
wolf,0,1,0
otherdog,-1,-1,2
wolf; redfox; arcticfox; kitsune; husky; dragon; raccoon; riverotter; horse; rabbit; kangaroo,0,0,2
riverotter,-1,-2,-2
wolf,-1,-1,0
wolf; other,0,-1,-2
otherfox,-1,-1,-1
,1,0,0
other,-2,-1,-1
wolf,2,1,2
othercanine; other,2,-1,1
otherfeline; other,-2,-1,-1
wolf,-2,-1,0
wolf,-2,-2,-2
redfox,0,1,2
other,-1,-2,-2
wolf,0,1,0
domesticcat,-2,-1,-2
rabbit,-1,-1,0
wolf; snowleopard; other,-1,-1,-2
domesticcat,-2,1,0
snowleopard; otherfeline,0,-1,-1
germanshepherd,-1,-2,0
wolf; coyote; husky; collie,1,1,-1
dragon,2,1,1
wolf,0,1,1
wolf,1,1,0
otherdog; other,2,1,2
wolf,0,1,1
dragon,0,-1,-1
skunk,1,-1,1
grizzlybear,-1,1,-1
wolf,2,1,0
arcticfox,0,0,-2
dragon; other,1,1,1
wolf; rabbit; other,0,1,1
otherfox,0,1,0
panther,1,2,-2
otherfox,0,0,0
husky,0,0,0
raccoon,-1,0,0
lion,-1,1,-2
tiger; other,0,0,-1
wolf; redfox; greyfox; arcticfox; kitsune; fennec; husky; snowleopard; domesticcat; horse,0,0,0
wolf; arcticfox; collie; horse,-2,-1,-1
otherdog,0,-2,1
husky; other,0,1,-1
arcticfox,0,0,0
husky,-2,-1,-1
tiger; dragon; deer; otherungulate,0,0,0
redfox; kitsune,1,0,1
lion; leopard,-2,0,0
wolf,1,1,1
other,1,0,0
wolf,-1,-1,-1
wolf,0,0,-1
otherdog,-1,0,0
wolf,-1,-1,-1
otherfox,0,0,1
redfox,0,0,-1
redfox; husky,-1,0,0
tiger,1,0,-1
husky,0,0,1
wolf; other,0,0,1
husky,-1,0,-1
otherfox; otherfeline,0,0,-1
husky,-1,0,1
otherfox; other,0,1,-1
other,1,0,1
other,-2,-2,-1
wolf,2,1,1
wolf; rabbit,-1,1,1
wolf; otherfox; domesticcat; otherfeline; dragon; rabbit; bat; griffin,0,0,-1
wolf,0,0,0
redpanda,0,1,-2
germanshepherd; husky,-1,-1,-1
otherfox,1,1,1
otherfox,-1,0,0
otherfeline; dragon; otherreptile; othermarsupial,-2,-2,-2
wolf; husky,0,0,2
otherfox,1,1,0
germanshepherd,0,0,1
griffin,-2,-1,1
wolf; dragon; other,1,1,0
wolf,-1,0,-2
wolf; husky,1,0,0
redfox,0,2,2
deer,-2,-2,-2
domesticcat,0,1,1
otherfox; other,0,2,-1
wolf; kitsune,1,-1,1
other,0,1,1
domesticcat; otherfeline,0,1,-1
other,0,0,0
wolf; otherdog; othercanine,1,1,-1
grizzlybear,-1,-2,-1
wolf,-1,0,-1
otherdog,-1,1,1
dinosaur,0,1,1
husky,-1,0,-1
wolf,1,0,0
dragon,1,-1,-2
wolf; otherfox; husky,0,0,-2
greyfox,-1,0,0
dragon; griffin,-1,1,0
collie,1,0,0
wolf; germanshepherd; husky,-2,0,-1
redfox,1,-2,-2
other,-2,-2,1
wolf,0,1,0
kitsune; dragon; other,-2,2,2
husky,-1,1,0
wolf; redfox,-2,1,1
wolf,-1,-1,-1
other,1,1,0
wolf; redfox,-1,0,-1
domesticcat,1,0,0
wolf,1,1,1
wolf; arcticfox; kitsune; jackal,-2,0,2
otherdog,-1,-2,-2
dragon,1,1,0
fennec; raven,-1,-1,0
other,0,0,0
brownbear; grizzlybear; pandabear; polarbear; otherbear,1,-2,0
pandabear,0,-1,-1
fennec,2,0,2
dragon,-1,1,1
wolf,-2,-1,0
wolf,0,0,0
wolf,-1,-1,-2
brownbear,2,2,2
dragon; badger; other,,,0
otherfeline,0,0,0
wolf,0,0,0
domesticcat,,-2,1
jackal,-2,-1,-1
wolf,0,0,-2
raptor,0,1,-1
husky,2,2,0
horse,0,0,1
tiger; domesticcat; otherfeline,-1,0,1
dragon,0,0,2
fennec,0,2,0
redfox,1,1,0
wolf,0,-1,-1
rabbit,1,0,1
hyaena; bat,-2,0,0
other,0,1,2
wolf; kitsune; otherfeline,1,0,-2
other,1,0,-1
wolf,0,0,0
wolf,0,1,1
lizard,0,0,0
wolf; otherfeline,-1,-1,-1
raccoon; raptor,0,1,2
kitsune; otherfox,0,-1,1
grizzlybear,0,1,-2
horse,-1,-1,1
other,1,0,-2
redfox,,1,0
otherfox,-1,-1,2
wolf,2,0,1
otherfox,0,-1,-1
wolf; dragon,-1,1,-2
other,-1,-1,-1
wolf,-2,0,0
germanshepherd,-2,-2,0
wolf; deer,1,0,0
griffin,0,1,0
otherdog,1,0,-1
dragon,1,1,0
tiger,0,0,0
other,-1,-1,-1
domesticcat; otherfeline,-2,-2,-1
redfox; otherfox,-1,0,0
otherfox; husky,-2,-1,-1
griffin,-1,0,0
dragon,1,0,0
other,-1,1,-1
arcticfox; coyote; domesticcat; otherfeline; redpanda; deer; griffin; other,-1,-1,0
wolf,0,-1,0
wolf,-1,-2,-1
wolf,1,1,1
other,-1,0,0
otherfox,2,2,2
griffin,0,1,1
otherfox,1,2,-1
wolf; dragon,1,0,0
deer,-1,0,1
mouse,0,1,-1
coyote,-2,1,-2
wolf,0,1,0
lion,1,1,1
wolf,0,0,0
domesticcat,-2,1,0
kitsune; otherdog; rat; hyaena,1,-1,0
tiger,-1,-1,-2
raccoon,1,-2,0
tiger,-1,0,0
dragon,-2,-2,-2
horse,1,1,1
wolf,-1,-1,0
otherdog,-2,-1,-1
husky,-1,-1,-2
fennec; snowleopard; cheetah; domesticcat,-2,-1,-1
wolf; other,-1,-2,0
otherbird; other,0,-1,1
otherdog,-1,1,2
otherfox,0,0,0
wolf; tiger; otherbird,0,0,1
otherdog,1,2,1
domesticcat; otherbird,0,0,-1
wolf,1,1,-2
domesticcat,1,0,-1
dragon; otherreptile; raptor; otherbird; other,2,-1,-1
husky; skunk,-2,-1,2
wolf; snowleopard; cheetah,1,0,1
tiger; lion,1,0,0
other,-1,0,1
lion,0,1,1
wolf,0,1,-1
wolf,-1,0,-1
wolf,0,0,0
,1,1,1
greyfox; germanshepherd,-2,-1,0
redfox; greyfox; arcticfox,-2,-1,-1
wolf; redfox,0,0,0
wolf; redfox; leopard; snowleopard,-1,1,1
wolf,-1,-1,0
wolf; germanshepherd; collie,-2,1,0
wolf; greyfox; husky,2,0,-2
wolf,-1,-2,-2
wolf; horse,-1,0,-2
wolf; redfox; fennec; domesticcat; raccoon; horse; pandabear; hyaena,-1,0,-2
wolf,-2,-1,-1
raccoon,1,0,2
redfox,-2,-2,-1
wolf; kitsune; cheetah; dragon; horse,1,1,1
,0,-2,-2
wolf; husky,0,2,0
wolf; redfox; other,-2,-2,2
pandabear,2,2,2
redfox,-1,0,-2
domesticcat; otherfeline,-1,1,0
wolf,-1,0,0
germanshepherd,1,2,2
domesticcat,-1,0,0
snowleopard,-2,0,2
germanshepherd,0,0,1
dragon,-1,0,0
domesticcat,0,0,-1
othercanine,-1,-1,0
wolf; dragon,-1,-1,0
wolf,0,0,0
other,0,0,1
rabbit,-1,-1,-1
wolf; otherfeline,0,2,0
domesticcat; kangaroo,0,1,1
otherfox; rabbit,-1,0,-2
otherdog; other,0,-1,0
other,0,0,0
wolf,-1,-1,0
coyote,-1,,0
wolf; lion; otherreptile,-1,1,0
domesticcat,-2,-1,-1
wolf; arcticfox; other,-1,-1,-1
other,1,1,1
redpanda,-2,-2,0
wolf,-1,1,0
wolf,-2,0,-1
otherfeline,1,-1,-2
other,0,-1,0
wolf; cougar,2,0,0
other,1,1,-1
collie,-2,-1,1
wolf; husky,-1,0,-1
wolf,0,0,0
skunk,1,-2,-1
greyfox,0,-1,-1
wolf; otherfox,-2,0,1
redfox; coyote,1,0,1
redpanda,0,0,-1
wolf; redfox; arcticfox,-1,0,-2
lion,0,0,0
wolf; other,2,0,0
snowleopard; domesticcat; otherfeline,-2,-2,0
domesticcat,0,-1,-2
otherfeline; other,1,2,2
wolf,0,0,2
lion,-1,-2,0
wolf,-1,1,1
dragon,1,-1,2
wolf,0,0,2
domesticcat,-2,0,-2
seaotter,-1,0,-1
wolf; husky,-2,-1,1
domesticcat,-2,-2,-2
domesticcat; rabbit,2,1,0
fennec,0,-1,0
arcticfox; otherfeline,0,0,0
coyote; dragon; dinosaur,1,1,2
domesticcat,-1,0,-1
redfox,-1,0,-1
other,-1,-1,0
tiger,1,2,1
other,-2,-2,2
tiger,0,-1,1
leopard; dragon; deer,0,2,0
wolf; tiger; dragon,-1,0,0
squirrel; monkey,-1,-1,1
squirrel,-1,0,-2
other,-1,-1,1
snowleopard,0,0,-2
redfox; fennec; dragon; raccoon,0,0,0
squirrel,-1,0,-1
snowleopard,-1,0,-1
domesticcat,-1,0,0
wolf,0,0,-1
dragon,-1,0,0
othercanine; domesticcat; dragon; rat,-1,-2,-1
wolf; other,0,0,-1
arcticfox,-2,-1,-2
lizard; other,0,1,2
otherfox,-1,-1,-1
domesticcat,-1,1,-1
rat,0,1,1
deer,1,1,-1
germanshepherd,0,1,2
other,0,1,-1
otherbear; other,0,0,-1
tiger; other,0,0,1
husky,1,0,0
other,-2,0,1
wolf; redfox; kitsune; othercanine; otherfeline; otherreptile; other,0,0,0
tiger; lion,2,2,1
kangaroo,0,0,0
lion; other,0,1,-1
redfox; tiger,0,0,-1
rabbit,-2,-1,0
wolf,-1,1,1
husky,-1,0,-1
other,-1,-1,1
skunk,-2,-2,0
otherdog; other,-1,-1,2
lizard,0,0,0
wolf,0,0,0
husky,-2,-2,-1
wolf; cheetah; other,0,0,0
raccoon,1,1,1
dragon; other,1,0,0
fennec; dragon; squirrel; bat,-1,0,1
othercanine,0,0,0
othermustelid,0,1,0
riverotter,-2,-2,-2
redfox,0,1,1
tiger; raptor,0,1,0
wolf,0,-1,1
dragon; raptor,-2,0,0
dragon; other,-1,1,0
otherdog,-1,0,-2
snowleopard,-1,2,0
otherfeline; deer,-1,1,1
otherfeline,-2,-2,1
wolf; kitsune,0,-1,-1
redfox,-1,1,0
otherfox,1,1,-1
wolf; dragon,-1,-1,0
germanshepherd; collie,-1,1,0
wolf; otherdog,1,1,0
dragon,-1,-2,-2
wolf,0,0,-1
cougar,0,0,1
snowleopard; other,0,0,-1
wolf,0,1,-1
redpanda,-1,0,-1
rabbit; other,0,0,0
wolf,1,0,0
wolf; dragon,-1,1,2
other,-1,0,-1
tiger,-1,0,0
otherfeline; other,0,1,0
kitsune,-1,0,0
redfox,-1,-2,0
domesticcat,-2,-1,-2
redfox,-2,-1,0
wolf; redfox; tiger,0,0,0
otherfeline,2,-1,0
dragon,1,1,0
other,1,1,0
other,0,0,0
wolf; rabbit; other,-2,-1,0
horse,-2,-2,-1
wolf,0,-1,0
raven,-2,0,0
wolf; otherfox,1,0,1
other,0,0,0
other,1,2,1
greyfox,-1,-2,-2
lion; otherfeline,0,-2,-2
wolf; redfox,0,0,-1
arcticfox; kitsune; otherfox,-1,-2,0
redfox,0,0,0
wolf; husky,0,0,0
redfox,-1,1,1
husky; otherdog,-1,-1,0
wolf; other,-1,0,1
wolf; other,-2,-2,-2
,0,0,0
wolf,-1,1,0
otherdog,2,1,0
snowleopard,2,2,1
domesticcat,0,1,-1
domesticcat,1,1,0
wolf; fennec; snowleopard; other,1,-1,-2
domesticcat,-2,2,0
jackal,0,-1,-1
redfox,-2,0,1
husky; other,1,0,2
otherdog,-1,0,1
dragon,0,0,1
wolf; leopard; snowleopard; otherfeline; other,-2,-1,-1
rabbit; other,-1,-1,-1
arcticfox; kitsune,0,0,1
kitsune,-2,-1,-1
dragon,1,1,0
othermustelid; other,1,0,-1
germanshepherd,-2,-1,1
jackal,2,2,0
redfox,0,0,0
riverotter,-1,-2,-2
other,1,0,-1
wolf,-2,-2,-2
wolf,2,2,-1
wolf,0,0,-1
wolf,0,1,1
tiger; other,-1,,-1
wolf,1,0,-1
dragon,-2,-2,-2
other,0,1,2
wolf,-1,0,0
fennec; otherfox,-1,1,0
deer,1,-1,-1
wolf,-1,0,0
wolf; husky,-2,-2,-1
otherfeline; other,1,2,-1
wolf; otherbird,-1,0,0
dragon,-2,-1,0
wolf; otherreptile,0,-1,-1
rabbit,1,-1,1
redfox,1,1,1
wolf,-2,-1,0
otherreptile; other,-2,0,0
greyfox; dragon,-1,1,-1
dragon; bat,-1,0,-1
wolf,-1,0,0
husky,-2,-1,-1
other,2,2,2
badger,-1,-2,1
kitsune,1,0,0
other,-1,-1,-1
wolf,-2,-2,-2
tiger,1,0,-1
husky,1,1,1
dragon,0,0,0
otherfeline,-1,-1,0
hyaena,1,0,0
coyote; cheetah,0,,0
greyfox; fennec,0,0,0
wolf,-1,2,1
wolf; arcticfox; snowleopard,,0,1
fennec,-1,-2,0
otherfox,0,0,-1
dragon; other,0,1,0
horse,-1,0,0
wolf; fennec; germanshepherd; husky,0,,2
other,-2,-1,0
wolf,-1,-1,-2
deer; other,-2,-1,-1
