        duration         |  id   | empty_count | full_count | sum | percent_complete 
 00:04:42.826374         |  7039 |          13 |         33 |  46 | 71.7391304347826
 00:10:56.428418         |  9409 |          11 |         30 |  41 | 73.1707317073171
 00:05:05.336041         | 11831 |          19 |         64 |  83 | 77.1084337349398
 00:06:12.028395         | 11464 |          10 |         34 |  44 | 77.2727272727273
 00:10:49.66042          |  2784 |          16 |         55 |  71 | 77.4647887323944
 00:06:30.227001         |  7335 |          14 |         49 |  63 | 77.7777777777778
 00:18:05.351621         |  8307 |          21 |         76 |  97 | 78.3505154639175
 00:09:24.986798         |  3467 |          15 |         56 |  71 | 78.8732394366197
 00:14:25.477801         |  1636 |          14 |         53 |  67 | 79.1044776119403
 00:23:51.788858         |  6211 |          15 |         57 |  72 | 79.1666666666667
 00:08:33.526526         |  3698 |          21 |         80 | 101 | 79.2079207920792
 00:35:30.42416          |   600 |          16 |         61 |  77 | 79.2207792207792
 00:13:10.674405         |  4229 |          14 |         54 |  68 | 79.4117647058823
 00:07:30.552383         | 10824 |          15 |         58 |  73 | 79.4520547945205
 00:13:34.05415          |   288 |          15 |         58 |  73 | 79.4520547945205
 00:10:04.904617         |  9361 |          17 |         66 |  83 | 79.5180722891566
 00:07:35.171291         |  3699 |          14 |         55 |  69 | 79.7101449275362
 00:13:52.799926         | 11451 |          15 |         59 |  74 | 79.7297297297297
 00:29:16.566092         |  5040 |          15 |         59 |  74 | 79.7297297297297
 00:11:39.302798         |  6440 |          16 |         63 |  79 |  79.746835443038
 00:06:05.721151         | 11038 |          15 |         61 |  76 | 80.2631578947368
 00:12:12.091237         |  8819 |          17 |         70 |  87 | 80.4597701149425
 00:14:53.380826         |  4915 |          14 |         59 |  73 | 80.8219178082192
 00:05:26.543117         |  2439 |          14 |         59 |  73 | 80.8219178082192
 00:33:27.87622          |   524 |          19 |         81 | 100 |               81
 00:12:38.790932         |  4937 |          15 |         64 |  79 | 81.0126582278481
 00:07:57.293276         |  1149 |          14 |         60 |  74 | 81.0810810810811
 00:06:15.846622         |  3063 |          14 |         60 |  74 | 81.0810810810811
 00:07:12.109182         | 11624 |          16 |         69 |  85 | 81.1764705882353
 00:13:03.572852         |  1062 |          15 |         65 |  80 |            81.25
 00:06:41.576675         | 10813 |          14 |         61 |  75 | 81.3333333333333
 00:09:36.790143         |  4894 |          14 |         61 |  75 | 81.3333333333333
 00:05:30.072985         |  7372 |          14 |         62 |  76 | 81.5789473684211
 00:14:56.939981         |  6923 |          18 |         80 |  98 | 81.6326530612245
 00:07:36.319977         |  8086 |          13 |         58 |  71 | 81.6901408450704
 00:16:42.277886         | 11102 |          20 |         90 | 110 | 81.8181818181818
 00:07:59.313763         |  7067 |          14 |         63 |  77 | 81.8181818181818
 00:31:23.821729         | 10087 |          14 |         63 |  77 | 81.8181818181818
 00:10:56.524803         | 11559 |          13 |         59 |  72 | 81.9444444444444
 00:25:58.886339         |  3455 |          14 |         64 |  78 |  82.051282051282
 00:14:41.588807         | 10407 |          14 |         64 |  78 |  82.051282051282
 00:36:27.758039         |  5014 |          14 |         64 |  78 |  82.051282051282
 00:10:29.633251         |  9835 |          18 |         83 | 101 | 82.1782178217822
 00:10:16.212154         |  5071 |          13 |         60 |  73 | 82.1917808219178
 00:09:39.717945         | 11492 |          13 |         61 |  74 | 82.4324324324324
 00:09:31.645704         |  3636 |          13 |         61 |  74 | 82.4324324324324
 00:10:37.802516         |  7929 |          13 |         61 |  74 | 82.4324324324324
 00:09:57.593792         |  6791 |          14 |         66 |  80 |             82.5
 01:08:04.431138         |  7361 |          14 |         66 |  80 |             82.5
 00:06:53.496581         |  3083 |          18 |         85 | 103 | 82.5242718446602
