  id   | empty_count | full_count | sum 
  5291 |          12 |         95 | 107
   462 |          12 |         95 | 107
 11267 |          13 |         94 | 107
  9139 |          14 |         93 | 107
  1925 |          12 |         95 | 107
  9145 |           8 |         99 | 107
  5999 |          14 |         93 | 107
  9153 |          13 |         94 | 107
  4356 |          12 |         95 | 107
  4358 |          14 |         93 | 107
  5313 |          12 |         95 | 107
  6546 |          12 |         95 | 107
  5526 |          14 |         93 | 107
 11755 |          12 |         95 | 107
  4066 |          14 |         93 | 107
  8037 |          12 |         95 | 107
  9761 |          13 |         94 | 107
  9763 |          13 |         94 | 107
  9180 |          12 |         95 | 107
  9185 |          13 |         94 | 107
  9582 |          14 |         93 | 107
 11203 |          14 |         93 | 107
  1271 |          12 |         95 | 107
  9203 |          13 |         94 | 107
  6425 |          10 |         97 | 107
  1737 |          14 |         93 | 107
  2474 |          13 |         94 | 107
  8678 |          13 |         94 | 107
 11130 |          14 |         93 | 107
  5196 |          13 |         94 | 107
  1559 |          12 |         95 | 107
  6132 |          13 |         94 | 107
  5584 |          12 |         95 | 107
  6064 |          13 |         94 | 107
  3959 |          11 |         96 | 107
  4523 |          12 |         95 | 107
 10310 |          13 |         94 | 107
  8006 |          13 |         94 | 107
  8945 |          13 |         94 | 107
  4364 |           8 |         99 | 107
  1928 |          14 |         93 | 107
  2491 |          12 |         95 | 107
  4922 |          12 |         95 | 107
  6209 |          12 |         95 | 107
   325 |          12 |         95 | 107
  8004 |          13 |         94 | 107
  1770 |          13 |         94 | 107
 10039 |          13 |         94 | 107
  6141 |          14 |         93 | 107
  8921 |          14 |         93 | 107
  7529 |          14 |         93 | 107
  1782 |          12 |         95 | 107
 10040 |          11 |         96 | 107
  2214 |          13 |         94 | 107
  9302 |          12 |         95 | 107
  4105 |          13 |         94 | 107
 11462 |          13 |         94 | 107
   669 |          11 |         96 | 107
  2219 |          14 |         93 | 107
  4997 |          15 |         92 | 107
  8896 |          12 |         95 | 107
   664 |          14 |         93 | 107
  6478 |          14 |         93 | 107
  6459 |          14 |         93 | 107
  8888 |          12 |         95 | 107
    26 |          11 |         96 | 107
   974 |          12 |         95 | 107
  1976 |          13 |         94 | 107
  9810 |          13 |         94 | 107
 11386 |          14 |         93 | 107
  5302 |          13 |         94 | 107
  7969 |          13 |         94 | 107
 10804 |          13 |         94 | 107
  5237 |          13 |         94 | 107
  4855 |          14 |         93 | 107
 10346 |          12 |         95 | 107
  4208 |          14 |         93 | 107
  2068 |          14 |         93 | 107
  1814 |          13 |         94 | 107
 10059 |          12 |         95 | 107
  9408 |          13 |         94 | 107
  6158 |          12 |         95 | 107
  4213 |          12 |         95 | 107
  9425 |          12 |         95 | 107
  3770 |          13 |         94 | 107
  7151 |          13 |         94 | 107
 11316 |          10 |         97 | 107
  5186 |          14 |         93 | 107
  2238 |          14 |         93 | 107
  5038 |          14 |         93 | 107
   248 |          11 |         96 | 107
  2074 |          13 |         94 | 107
  7526 |          11 |         96 | 107
  4498 |          12 |         95 | 107
 10895 |          12 |         95 | 107
 10896 |          13 |         94 | 107
   607 |          14 |         93 | 107
  5270 |          12 |         95 | 107
  6499 |          13 |         94 | 107
   604 |          14 |         93 | 107
 10919 |          13 |         94 | 107
  4224 |          13 |         94 | 107
  1862 |          14 |         93 | 107
  9494 |          12 |         95 | 107
  6218 |          14 |         93 | 107
  6275 |          12 |         95 | 107
  9502 |           9 |         98 | 107
 10920 |          14 |         93 | 107
  8522 |          13 |         94 | 107
   597 |           9 |         98 | 107
  5250 |          14 |         93 | 107
  1398 |          13 |         94 | 107
  6955 |          12 |         95 | 107
  3446 |          12 |         96 | 108
  7596 |          13 |         95 | 108
   442 |          14 |         94 | 108
  7312 |          14 |         94 | 108
  7584 |          12 |         96 | 108
  6353 |          13 |         95 | 108
  3755 |          14 |         94 | 108
  6366 |          12 |         96 | 108
  7574 |          12 |         96 | 108
  6918 |          14 |         94 | 108
  6932 |          14 |         94 | 108
  6933 |          13 |         95 | 108
  3876 |          12 |         96 | 108
  3406 |          12 |         96 | 108
 11179 |          14 |         94 | 108
  7553 |          11 |         97 | 108
  7308 |          11 |         97 | 108
  7257 |          13 |         95 | 108
  2940 |          13 |         95 | 108
  4948 |          16 |         92 | 108
 11655 |          17 |         91 | 108
  9070 |          11 |         97 | 108
  9040 |          14 |         94 | 108
  9074 |          14 |         94 | 108
   107 |          11 |         97 | 108
  4151 |          14 |         94 | 108
  9009 |           9 |         99 | 108
 11119 |          13 |         95 | 108
  6121 |          13 |         95 | 108
  1610 |          14 |         94 | 108
  1599 |          11 |         97 | 108
  1596 |          12 |         96 | 108
  1705 |          13 |         95 | 108
  8993 |          14 |         94 | 108
  3144 |          13 |         95 | 108
  4933 |          13 |         95 | 108
  9160 |          13 |         95 | 108
  6125 |          14 |         94 | 108
  2954 |          13 |         95 | 108
  6099 |          11 |         97 | 108
  1729 |          11 |         97 | 108
  6090 |          13 |         95 | 108
  5235 |          11 |         97 | 108
  4927 |          14 |         94 | 108
  8966 |          14 |         94 | 108
  1743 |          12 |         96 | 108
  9240 |          13 |         95 | 108
  1752 |          10 |         98 | 108
  1753 |          14 |         94 | 108
  9255 |          12 |         96 | 108
  9270 |          14 |         94 | 108
  8941 |          13 |         95 | 108
  8928 |          10 |         98 | 108
  8934 |          11 |         97 | 108
  1763 |          11 |         97 | 108
 11672 |          12 |         96 | 108
  1766 |          13 |         95 | 108
  4122 |          12 |         96 | 108
  1557 |          11 |         97 | 108
  9289 |          14 |         94 | 108
  2957 |          12 |         96 | 108
  9305 |          13 |         95 | 108
  1511 |          13 |         95 | 108
  4202 |          13 |         95 | 108
  1795 |          13 |         95 | 108
  8884 |          13 |         95 | 108
  8879 |          12 |         96 | 108
  5187 |          12 |         96 | 108
  8875 |          13 |         95 | 108
    95 |          13 |         95 | 108
  1494 |          14 |         94 | 108
  1805 |          13 |         95 | 108
  8858 |          13 |         95 | 108
  8851 |          14 |         94 | 108
 11494 |          10 |         98 | 108
  9401 |          12 |         96 | 108
  9407 |          14 |         94 | 108
  9427 |          12 |         96 | 108
  5239 |          13 |         95 | 108
  1454 |          13 |         95 | 108
  6159 |          13 |         95 | 108
 11369 |          12 |         96 | 108
  8812 |          10 |         98 | 108
  6037 |          15 |         93 | 108
  9474 |          12 |         96 | 108
  6952 |           9 |         99 | 108
  3378 |          13 |         95 | 108
  7263 |          13 |         95 | 108
  6161 |          11 |         97 | 108
  7515 |          12 |         96 | 108
  8779 |          13 |         95 | 108
  8774 |          13 |         95 | 108
  9497 |          13 |         95 | 108
  9507 |          12 |         96 | 108
  9508 |          13 |         95 | 108
  5012 |          13 |         95 | 108
  3716 |          15 |         93 | 108
  6030 |          13 |         95 | 108
  1385 |          13 |         95 | 108
  6025 |          14 |         94 | 108
  1883 |          13 |         95 | 108
  6023 |          11 |         97 | 108
  9566 |          11 |         97 | 108
  1893 |          12 |         96 | 108
  8730 |          12 |         96 | 108
 11680 |          11 |         97 | 108
  4562 |          13 |         95 | 108
  1904 |          13 |         95 | 108
  9601 |          13 |         95 | 108
  9625 |          12 |         96 | 108
  1918 |          14 |         94 | 108
  4081 |          10 |         98 | 108
  1318 |          16 |         92 | 108
  1927 |          15 |         93 | 108
  8709 |          14 |         94 | 108
  8707 |          14 |         94 | 108
 11688 |          14 |         94 | 108
 11490 |          13 |         95 | 108
  9719 |          13 |         95 | 108
  1943 |          13 |         95 | 108
  8691 |          13 |         95 | 108
  5178 |          14 |         94 | 108
  1952 |          13 |         95 | 108
  4068 |          13 |         95 | 108
  5631 |          14 |         94 | 108
 11689 |          13 |         95 | 108
  3364 |          14 |         94 | 108
  1274 |          11 |         97 | 108
  1974 |          14 |         94 | 108
  7024 |          12 |         96 | 108
  7505 |          14 |         94 | 108
 11466 |          13 |         95 | 108
  4851 |          13 |         95 | 108
  6186 |          12 |         96 | 108
  4592 |          11 |         97 | 108
  7493 |          13 |         95 | 108
  9845 |          12 |         96 | 108
 11373 |          12 |         96 | 108
  8654 |          14 |         94 | 108
  9874 |          12 |         96 | 108
  3344 |          12 |         96 | 108
  1997 |          14 |         94 | 108
  8642 |          12 |         96 | 108
  5946 |          13 |         95 | 108
  5941 |          12 |         96 | 108
  8623 |          14 |         94 | 108
  9918 |          14 |         94 | 108
  1214 |          12 |         96 | 108
   130 |          13 |         95 | 108
  9966 |          14 |         94 | 108
  5154 |          10 |         98 | 108
  5662 |          14 |         94 | 108
  1190 |          13 |         95 | 108
  5917 |          12 |         96 | 108
  5153 |          12 |         96 | 108
 11376 |           8 |        100 | 108
   250 |          13 |         95 | 108
  8545 |          13 |         95 | 108
  2053 |          11 |         97 | 108
  4305 |          14 |         94 | 108
  7053 |           9 |         99 | 108
  5914 |          13 |         95 | 108
 10049 |          11 |         97 | 108
  3002 |          14 |         94 | 108
  2072 |          12 |         96 | 108
 10072 |          14 |         94 | 108
  3005 |          13 |         95 | 108
 10079 |          12 |         96 | 108
 10081 |          14 |         94 | 108
 10089 |          14 |         94 | 108
  4317 |          14 |         94 | 108
  5902 |          14 |         94 | 108
  8515 |          14 |         94 | 108
  2092 |          14 |         94 | 108
  8504 |          14 |         94 | 108
  8503 |          14 |         94 | 108
 10141 |          14 |         94 | 108
 10150 |          13 |         95 | 108
 10158 |          13 |         95 | 108
  5883 |          12 |         96 | 108
  3814 |          14 |         94 | 108
  3338 |          14 |         94 | 108
 10172 |          13 |         95 | 108
  5876 |          14 |         94 | 108
  7055 |          14 |         94 | 108
  2125 |          15 |         93 | 108
  5867 |          14 |         94 | 108
  2134 |          12 |         96 | 108
  6197 |          14 |         94 | 108
  4023 |          12 |         96 | 108
  4341 |          14 |         94 | 108
  5142 |          13 |         95 | 108
  2154 |          14 |         94 | 108
  2161 |          14 |         94 | 108
  2163 |          11 |         97 | 108
  8399 |          11 |         97 | 108
  2168 |          13 |         95 | 108
  7066 |          14 |         94 | 108
  3019 |          14 |         94 | 108
 11193 |          14 |         94 | 108
  3021 |          13 |         95 | 108
    42 |          13 |         95 | 108
  5125 |          14 |         94 | 108
  5843 |          10 |         98 | 108
  5321 |          14 |         94 | 108
 10275 |          13 |         95 | 108
  5329 |          11 |         97 | 108
  7307 |          13 |         95 | 108
 10294 |          12 |         96 | 108
  8363 |          15 |         93 | 108
  2210 |          11 |         97 | 108
 11618 |          11 |         97 | 108
 10319 |          13 |         95 | 108
  5591 |          13 |         95 | 108
  5838 |          11 |         97 | 108
  4367 |          14 |         94 | 108
  5832 |          14 |         94 | 108
  3319 |          14 |         94 | 108
  6213 |          14 |         94 | 108
  4370 |          13 |         95 | 108
  4342 |          14 |         94 | 108
  7282 |          13 |         95 | 108
   965 |          12 |         96 | 108
   355 |          13 |         95 | 108
  5331 |          14 |         94 | 108
  2253 |          14 |         94 | 108
  4373 |          12 |         96 | 108
 10355 |          13 |         95 | 108
  8295 |          15 |         93 | 108
   360 |          12 |         96 | 108
  2483 |          12 |         96 | 108
 11407 |          13 |         95 | 108
   936 |          13 |         95 | 108
  8272 |          13 |         95 | 108
  5828 |          12 |         96 | 108
  6228 |          13 |         95 | 108
  3843 |          13 |         95 | 108
  2298 |          13 |         95 | 108
  8248 |           7 |        101 | 108
 10393 |          14 |         94 | 108
 10403 |          13 |         95 | 108
 11592 |          13 |         95 | 108
  6234 |          11 |         97 | 108
   203 |          14 |         94 | 108
   902 |          14 |         94 | 108
   882 |          11 |         97 | 108
  4669 |          13 |         95 | 108
  3305 |          12 |         96 | 108
   866 |          13 |         95 | 108
  8153 |          10 |         98 | 108
  6252 |          12 |         96 | 108
  6455 |          14 |         94 | 108
 11732 |          13 |         95 | 108
  5602 |          13 |         95 | 108
  2363 |          16 |         92 | 108
  8138 |          15 |         93 | 108
 10485 |          12 |         96 | 108
  3181 |          10 |         98 | 108
  4412 |          13 |         95 | 108
  4681 |          14 |         94 | 108
 10492 |          14 |         94 | 108
 10504 |          12 |         96 | 108
 10509 |          15 |         93 | 108
  5689 |          14 |         94 | 108
  7097 |          13 |         95 | 108
 10526 |          14 |         94 | 108
  7100 |          12 |         96 | 108
  2393 |          14 |         94 | 108
  4671 |          13 |         95 | 108
  5951 |          14 |         94 | 108
 11667 |          14 |         94 | 108
 10536 |          14 |         94 | 108
  3280 |          13 |         95 | 108
   805 |          14 |         94 | 108
 10547 |          14 |         94 | 108
 10568 |          13 |         95 | 108
   778 |          14 |         94 | 108
   317 |          11 |         97 | 108
  5368 |          14 |         94 | 108
  7295 |          12 |         96 | 108
  5793 |          13 |         95 | 108
 10591 |          13 |         95 | 108
 11337 |          14 |         94 | 108
  7392 |          14 |         94 | 108
  5372 |          12 |         96 | 108
   763 |          13 |         95 | 108
 10615 |          14 |         94 | 108
  5615 |          13 |         95 | 108
 10647 |          14 |         94 | 108
  3965 |          13 |         95 | 108
  8052 |          14 |         94 | 108
  2448 |          14 |         94 | 108
 11790 |          11 |         97 | 108
  8047 |          13 |         95 | 108
  2457 |          14 |         94 | 108
  2458 |          13 |         95 | 108
   730 |          13 |         95 | 108
 10669 |          13 |         95 | 108
 10675 |          12 |         96 | 108
  4631 |          11 |         97 | 108
   706 |          14 |         94 | 108
 10715 |          13 |         95 | 108
  7144 |          14 |         94 | 108
  3835 |          12 |         96 | 108
  8027 |          14 |         94 | 108
   403 |          13 |         95 | 108
   291 |          12 |         96 | 108
 10726 |          15 |         93 | 108
  2490 |          12 |         96 | 108
 10727 |          14 |         94 | 108
  2497 |          13 |         95 | 108
  7999 |          14 |         94 | 108
  2501 |          14 |         94 | 108
 10733 |          12 |         96 | 108
  2509 |          12 |         96 | 108
 10750 |          13 |         95 | 108
 10768 |          13 |         95 | 108
 11321 |          14 |         94 | 108
 10795 |          13 |         95 | 108
 10801 |          13 |         95 | 108
  7963 |          12 |         96 | 108
  4446 |          10 |         98 | 108
  6271 |          13 |         95 | 108
   637 |          13 |         95 | 108
 11249 |          13 |         95 | 108
  7945 |          13 |         95 | 108
   628 |          12 |         96 | 108
 10857 |          13 |         95 | 108
  3786 |          15 |         93 | 108
  5754 |          14 |         94 | 108
 10906 |          11 |         97 | 108
  7154 |          13 |         95 | 108
  3089 |          14 |         94 | 108
  5747 |          13 |         95 | 108
   583 |          13 |         95 | 108
 10957 |          14 |         94 | 108
  4474 |          14 |         94 | 108
   241 |          13 |         95 | 108
 11006 |          13 |         95 | 108
 11009 |          13 |         95 | 108
  2593 |          13 |         95 | 108
   553 |          14 |         94 | 108
  7362 |          14 |         94 | 108
  2607 |          13 |         95 | 108
 11037 |          13 |         95 | 108
  7898 |          15 |         93 | 108
   413 |          13 |         95 | 108
 11045 |          12 |         96 | 108
 11055 |          11 |         97 | 108
 11394 |          14 |         94 | 108
  6605 |          12 |         96 | 108
  2636 |          13 |         95 | 108
  6602 |          13 |         95 | 108
  6614 |          14 |         94 | 108
  6286 |          14 |         94 | 108
  6635 |          12 |         96 | 108
  1394 |          12 |         96 | 108
  7849 |          15 |         93 | 108
  3720 |          13 |         95 | 108
  6646 |          14 |         94 | 108
 11334 |          13 |         95 | 108
  2661 |          14 |         94 | 108
  3650 |          14 |         94 | 108
  3104 |          13 |         95 | 108
  7813 |          13 |         95 | 108
  5464 |          13 |         95 | 108
  7791 |          12 |         96 | 108
  3233 |          13 |         95 | 108
  2697 |          15 |         93 | 108
  7183 |          13 |         95 | 108
  3225 |          14 |         94 | 108
  2705 |          14 |         94 | 108
  3617 |          14 |         94 | 108
  6682 |          14 |         94 | 108
   184 |          13 |         95 | 108
 11097 |          12 |         96 | 108
  7763 |          10 |         98 | 108
  6728 |          14 |         94 | 108
  6485 |          12 |         96 | 108
  6730 |          13 |         95 | 108
   430 |          14 |         94 | 108
  6731 |          13 |         95 | 108
  6319 |          14 |         94 | 108
  6762 |          13 |         95 | 108
   513 |          14 |         94 | 108
  7328 |          13 |         95 | 108
  3739 |          14 |         94 | 108
  6773 |          12 |         96 | 108
  3545 |          12 |         96 | 108
  6324 |          13 |         95 | 108
  2776 |          14 |         94 | 108
  7703 |          13 |         95 | 108
  6781 |          13 |         95 | 108
  3536 |          12 |         96 | 108
  7691 |          12 |         96 | 108
  7686 |          15 |         93 | 108
  4696 |          12 |         96 | 108
  3907 |          13 |         95 | 108
 11793 |          12 |         96 | 108
  6800 |          11 |         97 | 108
  6806 |          14 |         94 | 108
 11112 |          12 |         96 | 108
   165 |          13 |         95 | 108
  7659 |          11 |         97 | 108
  6817 |          14 |         94 | 108
  3508 |          10 |         98 | 108
  3902 |          14 |         94 | 108
  5572 |          10 |         98 | 108
  3740 |          13 |         95 | 108
  3826 |          14 |         94 | 108
  6834 |          14 |         94 | 108
  7323 |          12 |         96 | 108
  6837 |          12 |         96 | 108
  3479 |          11 |         97 | 108
  6851 |          13 |         95 | 108
  3746 |          12 |         96 | 108
  7237 |          13 |         95 | 108
  3472 |          12 |         96 | 108
  6855 |          10 |         98 | 108
  4505 |          14 |         94 | 108
  3466 |          13 |         95 | 108
  2876 |          12 |         96 | 108
  6860 |          10 |         98 | 108
  3749 |          14 |         94 | 108
  2883 |          14 |         94 | 108
  6567 |          13 |         95 | 108
  5583 |          14 |         95 | 109
  5564 |          14 |         95 | 109
  4661 |          14 |         95 | 109
  5517 |          12 |         97 | 109
  5466 |          13 |         96 | 109
  4716 |          13 |         96 | 109
  5435 |          13 |         96 | 109
  5432 |          14 |         95 | 109
  5414 |          12 |         97 | 109
  5393 |          13 |         96 | 109
  4767 |          14 |         95 | 109
  4782 |          12 |         97 | 109
  5330 |          13 |         96 | 109
  5323 |          13 |         96 | 109
  4821 |          13 |         96 | 109
  4825 |          12 |         97 | 109
  5261 |          13 |         96 | 109
  4898 |          13 |         96 | 109
  4911 |          12 |         97 | 109
  4918 |          13 |         96 | 109
  4926 |          13 |         96 | 109
  5230 |          12 |         97 | 109
  4967 |          14 |         95 | 109
  5216 |          11 |         98 | 109
  5209 |          13 |         96 | 109
  5005 |          12 |         97 | 109
  5066 |          14 |         95 | 109
    27 |          14 |         95 | 109
 11299 |          14 |         95 | 109
 11288 |          12 |         97 | 109
 11286 |          12 |         97 | 109
    31 |          14 |         95 | 109
 11255 |          14 |         95 | 109
 11251 |          13 |         96 | 109
   435 |          13 |         96 | 109
 11208 |          14 |         95 | 109
 11200 |          12 |         97 | 109
   454 |          13 |         96 | 109
 11186 |          12 |         97 | 109
   467 |          13 |         96 | 109
 11148 |          12 |         97 | 109
   490 |          13 |         96 | 109
 11138 |          13 |         96 | 109
 11132 |          15 |         94 | 109
 11123 |          13 |         96 | 109
 11786 |          12 |         97 | 109
   508 |          13 |         96 | 109
   510 |          13 |         96 | 109
 11085 |          14 |         95 | 109
 11070 |          13 |         96 | 109
   531 |          13 |         96 | 109
 11016 |          14 |         95 | 109
   566 |          14 |         95 | 109
   569 |          14 |         95 | 109
   572 |          15 |         94 | 109
 10956 |          12 |         97 | 109
 10926 |          13 |         96 | 109
 10921 |          14 |         95 | 109
 11777 |          14 |         95 | 109
 10834 |           7 |        102 | 109
   645 |          13 |         96 | 109
   652 |          10 |         99 | 109
   660 |          12 |         97 | 109
 11769 |          12 |         97 | 109
   678 |          14 |         95 | 109
 10723 |          14 |         95 | 109
 11758 |          12 |         97 | 109
 10720 |          14 |         95 | 109
    53 |          13 |         96 | 109
   710 |          14 |         95 | 109
   714 |          12 |         97 | 109
   740 |          12 |         97 | 109
 10631 |          15 |         94 | 109
 10607 |          13 |         96 | 109
   752 |          13 |         96 | 109
    55 |          13 |         96 | 109
 10579 |          13 |         96 | 109
 10572 |          13 |         96 | 109
   779 |          13 |         96 | 109
 11752 |          13 |         96 | 109
 10552 |          12 |         97 | 109
   819 |          13 |         96 | 109
 10518 |          12 |         97 | 109
 10484 |          14 |         95 | 109
   845 |          14 |         95 | 109
 10474 |          16 |         93 | 109
   850 |          12 |         97 | 109
 10473 |          13 |         96 | 109
   867 |          12 |         97 | 109
 10446 |          13 |         96 | 109
 10392 |          12 |         97 | 109
   937 |          15 |         94 | 109
 10381 |          12 |         97 | 109
   963 |          13 |         96 | 109
   976 |          13 |         96 | 109
   983 |          14 |         95 | 109
 10292 |          13 |         96 | 109
  1001 |           9 |        100 | 109
 10268 |          14 |         95 | 109
 10253 |          12 |         97 | 109
 10251 |          14 |         95 | 109
 10245 |          13 |         96 | 109
 10237 |          14 |         95 | 109
 11702 |          13 |         96 | 109
 10226 |          13 |         96 | 109
 10225 |          15 |         94 | 109
 10215 |          13 |         96 | 109
 10194 |          13 |         96 | 109
 11845 |          14 |         95 | 109
 10184 |          12 |         97 | 109
 10070 |           8 |        101 | 109
  1148 |          15 |         94 | 109
 10062 |          12 |         97 | 109
  1154 |          12 |         97 | 109
  1155 |           9 |        100 | 109
 10002 |          13 |         96 | 109
  9976 |          13 |         96 | 109
  9971 |          12 |         97 | 109
  9949 |          11 |         98 | 109
  1207 |          12 |         97 | 109
  9929 |          12 |         97 | 109
  1223 |          12 |         97 | 109
  9890 |          13 |         96 | 109
    71 |          12 |         97 | 109
  9884 |          14 |         95 | 109
  1239 |          13 |         96 | 109
  9857 |          14 |         95 | 109
  1251 |          12 |         97 | 109
  1254 |          10 |         99 | 109
  9825 |          11 |         98 | 109
  9760 |          12 |         97 | 109
  9758 |          10 |         99 | 109
  9741 |          13 |         96 | 109
  9729 |          14 |         95 | 109
  9684 |          12 |         97 | 109
  9657 |          11 |         98 | 109
  1323 |          12 |         97 | 109
  9639 |          11 |         98 | 109
  9513 |          14 |         95 | 109
  1426 |          12 |         97 | 109
  9488 |          10 |         99 | 109
  1435 |          13 |         96 | 109
  9469 |          12 |         97 | 109
  1457 |          12 |         97 | 109
  1493 |          11 |         98 | 109
  9334 |          14 |         95 | 109
  9330 |          12 |         97 | 109
  9329 |          12 |         97 | 109
  9287 |          14 |         95 | 109
  9286 |          13 |         96 | 109
  9274 |          13 |         96 | 109
    99 |          13 |         96 | 109
  9272 |          13 |         96 | 109
  9238 |          10 |         99 | 109
  9227 |          13 |         96 | 109
  9215 |          12 |         97 | 109
 11661 |          12 |         97 | 109
  1589 |          13 |         96 | 109
  9138 |          12 |         97 | 109
  9132 |          13 |         96 | 109
  1629 |          12 |         97 | 109
  1703 |          13 |         96 | 109
  9032 |          14 |         95 | 109
  9015 |          13 |         96 | 109
  8997 |          13 |         96 | 109
  1715 |          11 |         98 | 109
  1717 |          12 |         97 | 109
  8979 |          14 |         95 | 109
  1735 |          13 |         96 | 109
  8967 |          13 |         96 | 109
  8965 |          13 |         96 | 109
  8964 |          12 |         97 | 109
  8960 |          14 |         95 | 109
  8956 |          11 |         98 | 109
  1789 |          14 |         95 | 109
  8897 |          11 |         98 | 109
  8891 |          14 |         95 | 109
  8876 |          11 |         98 | 109
  8856 |          14 |         95 | 109
  1828 |          13 |         96 | 109
   121 |          11 |         98 | 109
  8765 |          13 |         96 | 109
  1872 |          12 |         97 | 109
  8758 |          15 |         94 | 109
  1901 |          13 |         96 | 109
  8720 |          13 |         96 | 109
  8717 |          13 |         96 | 109
  1931 |          14 |         95 | 109
  1940 |          10 |         99 | 109
  1951 |          14 |         95 | 109
  1960 |          13 |         96 | 109
  8679 |          12 |         97 | 109
  1964 |          15 |         94 | 109
  1966 |          13 |         96 | 109
  8676 |          14 |         95 | 109
  8657 |          12 |         97 | 109
  8624 |          12 |         97 | 109
  8619 |          11 |         98 | 109
  8615 |          12 |         97 | 109
  8585 |          14 |         95 | 109
  2031 |          14 |         95 | 109
  8551 |          14 |         95 | 109
  2042 |          12 |         97 | 109
  2044 |          14 |         95 | 109
  2060 |           8 |        101 | 109
  2067 |          11 |         98 | 109
  8454 |          11 |         98 | 109
  8453 |          13 |         96 | 109
  8439 |          12 |         97 | 109
  8425 |          13 |         96 | 109
  2150 |          14 |         95 | 109
  8410 |          11 |         98 | 109
  2172 |          14 |         95 | 109
  8391 |          11 |         98 | 109
   134 |          13 |         96 | 109
  2190 |          13 |         96 | 109
  8368 |          14 |         95 | 109
  2200 |          12 |         97 | 109
  8323 |          13 |         96 | 109
  8320 |          13 |         96 | 109
  2229 |          13 |         96 | 109
  2248 |          14 |         95 | 109
  8303 |          13 |         96 | 109
  8291 |          12 |         97 | 109
  2264 |          13 |         96 | 109
 11604 |          12 |         97 | 109
  8262 |          17 |         92 | 109
  8216 |          13 |         96 | 109
  8205 |          14 |         95 | 109
  8201 |           9 |        100 | 109
  2329 |          12 |         97 | 109
  2362 |          13 |         96 | 109
 11589 |          12 |         97 | 109
  2380 |          10 |         99 | 109
  2384 |          14 |         95 | 109
  8119 |          13 |         96 | 109
  2395 |          13 |         96 | 109
  8097 |          14 |         95 | 109
  8093 |          13 |         96 | 109
  8077 |          13 |         96 | 109
  2422 |          10 |         99 | 109
  2428 |          14 |         95 | 109
  8064 |          14 |         95 | 109
  2454 |          12 |         97 | 109
  2455 |          13 |         96 | 109
  8017 |          13 |         96 | 109
  2485 |          13 |         96 | 109
  7996 |          15 |         94 | 109
  2511 |          13 |         96 | 109
  2521 |          14 |         95 | 109
  7948 |          13 |         96 | 109
  7932 |          13 |         96 | 109
  2571 |          13 |         96 | 109
  7906 |          13 |         96 | 109
  7895 |          12 |         97 | 109
  7877 |          12 |         97 | 109
  7856 |          12 |         97 | 109
  7859 |          13 |         96 | 109
  2659 |          13 |         96 | 109
  7829 |          14 |         95 | 109
  7806 |          12 |         97 | 109
  2696 |          12 |         97 | 109
  7768 |          14 |         95 | 109
  7761 |          12 |         97 | 109
  7724 |          13 |         96 | 109
  7717 |          12 |         97 | 109
  2767 |          16 |         93 | 109
  2779 |          12 |         97 | 109
  7674 |          13 |         96 | 109
  7668 |          15 |         94 | 109
  7665 |          12 |         97 | 109
  7663 |          14 |         95 | 109
  2842 |          11 |         98 | 109
 11529 |          13 |         96 | 109
  2869 |          14 |         95 | 109
  7593 |          15 |         94 | 109
  7583 |          13 |         96 | 109
  7561 |          13 |         96 | 109
  2955 |          14 |         95 | 109
  2982 |          12 |         97 | 109
  2986 |          14 |         95 | 109
  3014 |          12 |         97 | 109
  7459 |          16 |         93 | 109
  7454 |          10 |         99 | 109
  7442 |          13 |         96 | 109
  7401 |          13 |         96 | 109
  3067 |          13 |         96 | 109
  7393 |          13 |         96 | 109
  7391 |          13 |         96 | 109
  3077 |          11 |         98 | 109
  7367 |          13 |         96 | 109
  3110 |          12 |         97 | 109
  3119 |          13 |         96 | 109
  3135 |          13 |         96 | 109
  3145 |          13 |         96 | 109
  3160 |          14 |         95 | 109
  3165 |          14 |         95 | 109
  3206 |          12 |         97 | 109
  7243 |          12 |         97 | 109
  7231 |          11 |         98 | 109
  3222 |          13 |         96 | 109
  3227 |          14 |         95 | 109
  3230 |          13 |         96 | 109
  7170 |          13 |         96 | 109
  7165 |          13 |         96 | 109
  3255 |          14 |         95 | 109
  7133 |          14 |         95 | 109
  7120 |          14 |         95 | 109
  7118 |          13 |         96 | 109
  3284 |          13 |         96 | 109
  3295 |          13 |         96 | 109
  3301 |          12 |         97 | 109
  7091 |          12 |         97 | 109
  7068 |          13 |         96 | 109
  3321 |          15 |         94 | 109
  7065 |          14 |         95 | 109
  3333 |          12 |         97 | 109
  7051 |          13 |         96 | 109
  6961 |          14 |         95 | 109
  3394 |          13 |         96 | 109
  6877 |          14 |         95 | 109
  6835 |          13 |         96 | 109
  3496 |          14 |         95 | 109
  3510 |          10 |         99 | 109
  3525 |          14 |         95 | 109
  3526 |          13 |         96 | 109
  3531 |          14 |         95 | 109
  3533 |          12 |         97 | 109
  3554 |          13 |         96 | 109
  6761 |          14 |         95 | 109
  6749 |          12 |         97 | 109
  6748 |          10 |         99 | 109
  3578 |          17 |         92 | 109
  6736 |          13 |         96 | 109
  3598 |          12 |         97 | 109
  6693 |          12 |         97 | 109
 11433 |          11 |         98 | 109
  3634 |          12 |         97 | 109
  6667 |          14 |         95 | 109
